@relation 'Leukemia-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R61,131,202,204,294,349,395,408,492,548,614,671,675,876,893,895,914,955,1049,1103,1376,1380,1425,1494,1581,1685,1696,1736,1794,1872,1892,1894,2069,2145,2168,2259,2584,2675,2690,2713,2715,2751,2846,2861,2880,2935,2972,2980,3058,3085,3128,3193,3196,3229,3240,3256,3283,3295,3302,3356,3390,3410,3454,3542,3581,3583,3698,3735,3792,3823,3856,3882,4012,4031,4050,4094,4112,4159,4168,4328,4361,4438,4539,4557,4561,4592,4601,4719,4721,4958,4994,5038,5078,5080,5124,5144,5149-5150,5214,5222,5276,5296,5387,5395,5439,5541,5544,5548,5656,5691-5692,5784,5862,5940,5950,5995,6000,6126,6187,6352,6404,6420,6427,6485,6506,6557,6579,6685,6694,6780,6830,6988,7002,7024,7064,7077,7130'

@attribute AB000114_at numeric
@attribute AF002700_at numeric
@attribute D13630_at numeric
@attribute D13634_at numeric
@attribute D25215_at numeric
@attribute D29958_at numeric
@attribute D38503_at numeric
@attribute D38751_at numeric
@attribute D50920_at numeric
@attribute D70830_at numeric
@attribute D83657_at numeric
@attribute D86970_at numeric
@attribute D86975_at numeric
@attribute HG2810-HT2921_at numeric
@attribute HG315-HT315_at numeric
@attribute HG3175-HT3352_at numeric
@attribute HG3400-HT3579_at numeric
@attribute HG3985-HT4255_at numeric
@attribute J00124_at numeric
@attribute J04101_at numeric
@attribute L19779_at numeric
@attribute L20010_at numeric
@attribute L25270_at numeric
@attribute L34820_at numeric
@attribute L40402_at numeric
@attribute M11722_at numeric
@attribute M13149_at numeric
@attribute M15656_at numeric
@attribute M20777_at numeric
@attribute M26880_at numeric
@attribute M28825_at numeric
@attribute M28827_at numeric
@attribute M59964_at numeric
@attribute M64098_at numeric
@attribute M65085_at numeric
@attribute M81757_at numeric
@attribute U01317_cds1_at numeric
@attribute U07695_at numeric
@attribute U08377_at numeric
@attribute U09564_at numeric
@attribute U09579_at numeric
@attribute U11870_rna1_at numeric
@attribute U17714_at numeric
@attribute U18288_at numeric
@attribute U19345_at numeric
@attribute U24152_at numeric
@attribute U27193_at numeric
@attribute U28043_at numeric
@attribute U33017_at numeric
@attribute U34879_rna1_at numeric
@attribute U37689_at numeric
@attribute U42031_at numeric
@attribute U42387_at numeric
@attribute U44378_at numeric
@attribute U45973_at numeric
@attribute U46689_at numeric
@attribute U48296_at numeric
@attribute U49070_at numeric
@attribute U49250_at numeric
@attribute U51711_at numeric
@attribute U53446_at numeric
@attribute U56244_at numeric
@attribute U58970_at numeric
@attribute U64444_at numeric
@attribute U66580_at numeric
@attribute U66615_at numeric
@attribute U75679_at numeric
@attribute U78524_at numeric
@attribute U79300_at numeric
@attribute U81600_at numeric
@attribute U83411_at numeric
@attribute U86136_at numeric
@attribute V01512_rna1_at numeric
@attribute X02404_at numeric
@attribute X03934_at numeric
@attribute X06745_at numeric
@attribute X07948_at numeric
@attribute X15187_at numeric
@attribute X15525_rna1_at numeric
@attribute X59417_at numeric
@attribute X61100_rna1_at numeric
@attribute X66401_cds1_at numeric
@attribute X74331_at numeric
@attribute X75546_at numeric
@attribute X75917_at numeric
@attribute X77533_at numeric
@attribute X78121_at numeric
@attribute X85133_at numeric
@attribute X85178_at numeric
@attribute Y07829_xpt3_at numeric
@attribute Y09858_at numeric
@attribute Y12556_at numeric
@attribute Z22534_at numeric
@attribute Z22536_at numeric
@attribute Z33905_at numeric
@attribute Z46788_at numeric
@attribute Z47553_at numeric
@attribute Z47727_at numeric
@attribute Z81326_at numeric
@attribute Z83804_at numeric
@attribute HG3859-HT4129_at numeric
@attribute L06133_at numeric
@attribute U17838_at numeric
@attribute U22815_at numeric
@attribute U96131_at numeric
@attribute Y00097_s_at numeric
@attribute X15331_s_at numeric
@attribute D10326_s_at numeric
@attribute D55643_s_at numeric
@attribute D89377_at numeric
@attribute D89377_s_at numeric
@attribute M58569_s_at numeric
@attribute U10687_s_at numeric
@attribute J02683_s_at numeric
@attribute M29610_s_at numeric
@attribute X52979_rna1_s_at numeric
@attribute J05016_rna1_s_at numeric
@attribute L40386_s_at numeric
@attribute M27396_s_at numeric
@attribute Z26491_s_at numeric
@attribute X59303_s_at numeric
@attribute S68134_s_at numeric
@attribute U24056_s_at numeric
@attribute U29943_s_at numeric
@attribute U22431_s_at numeric
@attribute U40846_s_at numeric
@attribute U52077_s_at numeric
@attribute X89101_s_at numeric
@attribute X86428_s_at numeric
@attribute U34301_r_at numeric
@attribute J00146_at numeric
@attribute U18934_at numeric
@attribute X12953_at numeric
@attribute U22028_at numeric
@attribute L76568_xpt3_f_at numeric
@attribute U03735_f_at numeric
@attribute CLASS {ALL,AML}

@data
0.607375,0.657946,0.215348,0.786765,0.562738,0,0.662857,0.272379,0.152254,0.221092,0.036364,0.316424,0.230216,0.373522,0.937179,0.73028,0,0.371302,0.65692,0.646413,0.169217,0.272381,0,0.740741,0.350877,0.545824,0.691489,0.667992,0.222566,0.711696,0.033166,0.037389,0.524934,0.50108,0.650538,0.309948,0.512743,0.998777,0.242243,0.349451,0.248904,0.370664,0.835,0.437624,0.434004,0.604167,0.335964,0.680614,0.088701,0.224066,0.470668,0.148298,0.351145,0.514825,0.29408,0.202166,0.125251,0.483206,0.553476,0.453453,0.167785,0.204211,0.3,0.376048,0.718978,0.242915,0.263409,0.364416,0.900498,1,0.51022,0.83213,0.63548,0.518033,0.0326,0.312354,0.522895,0.044214,0,0.494936,0.52807,0.557294,0.628975,0.872852,0.330623,0.167494,0.115819,0.392982,0.282164,0.084721,0.038877,0.455351,0.856742,0.595447,0.696767,0.372208,0.343643,0.267151,0.138324,0.081858,0.531987,0.124242,0.678854,0.514815,0.202952,0.273831,0.231296,0.270848,0.242718,0.711016,0.439169,0.267544,0.819608,0.175076,0.060813,0.15224,0.11456,0.022429,0.375157,0.266211,0.677105,0.207547,0.49372,0.935385,0.159668,0.780488,0,0.204636,0.44988,0.572531,0.959877,0.205882,0.034483,0.744116,0.144422,0.637525,ALL
0.416486,0.515504,0.143405,0.419118,0.659696,0.693853,0.274286,0.511094,0.297118,0.304348,0.071186,0.074158,0.642686,0.256895,0.564103,0.764207,0.317027,0.443787,0.775828,0.912129,0.848273,0.109524,0.573194,0.708995,0.583333,0.02962,0.295213,0.923128,0.282844,0.220633,0.088337,0.315727,0.671916,0.136069,0.123656,0.571023,0.539442,0.597554,0.653938,0.142857,0.109923,0.574827,0.0925,0.687129,0.695749,0.468254,0.375423,0.308229,0.439282,0.751037,0.42886,0.241321,0.416031,0.215633,0.828135,0.361011,0.263228,0.401296,0.454545,0.660661,0.203579,0.22,0.531126,0.19521,0.427007,0.282822,0.126341,0.855305,0.895522,0.305736,0.55564,0.444043,0.083192,0.77377,0.015986,0.22028,0.441654,0.280652,0.220648,0.151347,0.412281,0.064456,0.335689,0.62543,0.547425,0.16129,0.468927,0.391228,0.404971,0.623461,0.208423,0.752768,0.935393,0.294221,0.397993,0.702233,0.333333,0.517353,0,0.369469,0.569024,0.578788,0.311265,0.6,0.370849,0.267575,0.416971,0.233968,0.516505,0.811159,0.4273,0.692982,0.54902,0.285431,0.037424,0.221691,0.024266,0.354759,0.439147,0.065258,0.235212,0.29434,0.311111,0.427692,0.23258,0.403548,0.321045,0.52649,0.764234,0.774691,0.311728,0.581699,0.384067,1,0.260458,0.566798,AML
0.355748,0.556202,0.104556,0.4375,0.745247,0.416076,0.354286,0.525631,0.305987,0.52914,0.085362,0.044813,1,0.223798,0.388462,0.478372,0.403431,0.357988,0.769981,0.653424,0.750571,0.140952,0.697866,0.351852,0.714912,0.025957,0.337766,0.498343,0.465224,0.132618,0.091166,0.27181,0.792651,0.588193,0.301075,0.409664,0.354369,0.458104,0.509547,0.228571,0.298794,0.549058,0.2725,0.578218,0.615213,0.199901,0.349493,0.53696,0.635692,0.618257,0.169252,0.084597,0.370229,0.215633,0.707193,0.575211,0.310114,0.334708,0.512032,0.648649,0.105145,0.188421,0.041722,0.206587,0.69708,0.146327,0.474374,0.440514,0.830846,0.280303,0.643452,0.285199,0.064075,0.754098,0.01868,0.166667,0.310192,0.477579,0.359312,0.063539,0.287719,0,0.035336,0.737686,0.607046,0.331266,0.836158,0.591228,0.790936,0.638668,0.275378,0.656827,0.766854,0.273205,0.636566,0.640199,0.628866,0.290557,0.078926,0.272124,0.76431,0.357576,0.288538,0.696296,0.333948,0.262422,0.557482,0.58257,0.479612,0.805436,0.388724,0.355263,0.566667,0.177816,0.051817,0.18772,0.148984,0.219365,0.407779,0.145018,0.403619,0.19434,0.109179,0.713846,0.275035,0.532151,0.211982,0.511921,0.59182,0.523148,0.021605,0.437908,0.390012,0.902854,0.173805,0.477407,AML
0.347072,0.120155,0.095444,0.180147,0.692015,0.540189,0.377143,0.592961,0.335551,0.822387,0.366718,0.016606,0.338129,0.281324,0.284615,0.441052,0.682338,0.630178,0.752437,0.650152,0.34922,0.265397,0.502434,0.171958,0.899123,0.020145,0.087766,0.553347,0.550232,0.656197,0.015561,0.412463,0.677165,0.241901,0.188172,0.996689,0.63835,0.185321,0.25895,0.024908,0.211075,0.425173,0.0875,0.166337,0.185682,0.30754,0.364149,0.668061,0.806758,0.539419,0.465947,0.083249,0.774809,0.013477,0.371101,0.766546,0.058272,0.288745,0.358289,0.606607,0.154362,0.312632,0.442384,0.115569,0.60219,0.098901,0.015495,0,0.343284,0.383658,0.766086,0.229242,0.078331,0.291803,0,0.184149,0.097489,0.019755,0.425101,0.128034,0.131579,0.244032,0.031802,0.282932,0.918699,0.647643,1,0.391228,0.73538,0.676322,0.217063,0.557196,0.803371,0.207531,0.365663,0.295285,0.257732,0.089588,0.215622,0.387168,0.451178,0.4,0.195652,0.3,0.0369,0.263158,0,0.874794,0.361165,0.436338,0.308605,0.530702,0.42549,0.365552,0.034545,0.202818,0.069977,0.151532,0.412798,0.540087,0.13222,0.258491,0.275362,0.344615,0.194739,0.596452,0.127496,0.146358,0.698476,0.348765,0.469136,0.545752,0.248514,0.653981,0.473606,0.476424,AML
0.546638,0.465116,0.117986,0.852941,0.846008,0.385343,0.034286,0.501148,0.413156,0.478261,0.130046,0.104186,0.577938,0.382979,0.651282,0.638677,0.527319,0.578402,0.327485,0.611825,0.532818,0.186984,1,0.473545,0.429825,0.029859,0.651596,0.264414,0.369397,0.485104,0.111129,0.378635,0.330709,0.397408,0.208602,0.048794,0.350121,0.523547,0.643198,0.174359,0.206689,0.429138,0.3275,0.437624,0.183445,0.248016,0.279594,0.337517,0.393875,0,0.440324,0.123357,0.374046,0.549865,0.789306,0.410349,0.542532,0.438421,0.546791,0.462462,0.449664,0.149474,0.582119,0.569461,0.660584,0.418161,0.486293,1,0.572139,0.524892,0.582135,0.303249,0.615634,0.403279,0.036282,0.230769,0.641064,0.192537,0.602227,0.054175,0.314035,0.051724,0.09894,0.656357,0.609756,0.307692,0.288136,0.521053,0.429825,0.780594,0.12419,0.472325,0.898876,0.549912,0.389075,0.141439,0.515464,0.59887,0.239219,0.365044,0.767677,0.318182,0.813241,0.825926,0.53321,0.117409,0.737682,0.461358,0.662136,0.812589,0.237389,0.635965,0.531373,0.14144,0.072688,0.334424,0.095372,0.117888,0.373902,0.186451,0.203897,0.301887,0.230918,0.6,0.32395,0.59867,0.725038,0.423179,0.421812,0.611111,0.549383,0.30719,0.53151,0.649474,0.124502,0.490177,AML
0.466377,0.302326,0.022542,0.716912,0.576046,0.650118,0.645714,0.689365,0.510717,0.745606,0.133744,0.095996,0.678657,0.104019,0.446154,0.575912,0.88183,0.630178,0.31384,0.699229,0.121071,0.287937,0.705354,0.373016,0.629386,0.002707,0.531915,0.475149,0.31221,0.312394,0.052814,0.38635,1,0.663067,0.315054,0.172001,0.540655,0.44159,1,0.2337,0.117873,0.336967,0.3025,0.382178,0.111857,0.309028,0.383315,0.483961,0.67265,0.419087,0.430209,0.508595,0.370229,0.541779,0.794398,0.580024,0.179504,0.106659,0.379679,1,0.402685,0,0.517881,0.224551,0.806569,0.259109,0.282479,0.306538,0.253731,0.404762,0.763058,0.509025,0.150749,0.422951,0.02344,0.351981,0.149188,0.518971,0.147773,0.146188,0.484211,0.139257,0.328622,0.840779,0.235772,0.462779,0.776836,0.426316,0.789474,0.731354,0.341253,0.617712,0.779494,0.279335,0.762542,0.258065,0.790378,0.275222,0.197722,0.316372,0.252525,0.251515,0.63834,0.377778,0.50369,0.199853,0.022354,0.807141,0.438835,0.240343,0.637982,0.70614,0.65098,0.326058,0.037424,0.227982,0.176072,0.031455,0.547051,0.337891,0.565762,1,0.251208,0.769231,0.16659,0.560976,0.145929,0.478808,0.443464,0.325617,0.583333,1,0.375743,0.748623,0.579183,1,AML
0.4859,0.300388,0.028777,0.371324,0.551331,0.570922,0.422857,0.848508,0.530673,0.702128,0.281048,0.160146,0.443645,0.123719,0.388462,0.445293,0.7446,0.477811,0.785575,0.65763,0.006705,0.243492,0.466118,0.021164,0.916667,0.147066,0.194149,0.804506,0.438949,0.107678,0.053599,0.356677,0.64042,0.198704,0.273118,0.080325,0.328277,0.585321,0.713604,0.194872,0.202851,0.671952,0.295,0.267327,0.107383,0.237103,0.217587,0.725244,0.574446,0.817427,0.524612,0.276373,0.198473,0.350404,0.205602,0.54633,0.091092,0.354744,0.294118,0.507508,0.326622,0.34,0.417219,0.170659,0.39781,0.151533,0.112038,0.240086,0.636816,0.430195,1,0.288809,0.010936,0.727869,0.022452,0.325175,0.420975,0.140796,0.382591,0.261227,0.212281,0.17321,0.226148,0.640321,0.677507,0.615385,0.661017,0.578947,0.707602,0.629978,0.192225,0.479705,0.932584,0.468476,0.780379,0.399504,0.319588,0.230024,0.00895,0.442478,0.498316,0.636364,0.309289,0.466667,0.54059,0.074715,0.264142,0.799389,0.285437,0.502146,0.391691,0.583333,0.109804,0.212868,0.083483,0.347257,0.104966,0.085339,0.40276,0.236586,0.692415,0.296226,0.171014,0.455385,0.102907,0.361419,0.268817,0.4,0.57498,0.348765,0.29321,0.715686,0.208086,0.789184,0.106076,0.621807,ALL
0.603037,0.350775,0.114628,0.867647,0.564639,0.397163,0.097143,0.747513,0.291944,0.711378,0.272111,0.133303,0.165468,0.15524,0.621795,0.486005,0.724269,0.360947,0.539961,0.540781,0.035806,0.140635,0.591539,0.050265,0.548246,0.38132,0.609043,0.618953,0.38949,0.163943,0.098397,0.583383,0.131234,0.095032,0.401075,0.402254,0.357403,0.409174,0.509547,0.184615,0.082785,0.468781,0.4425,0.160396,0.404922,0.245536,0.408117,0.532775,0.571278,0.946058,0.53203,0.186047,0.484733,0.439353,0.14895,0.528279,0.067649,0.30053,0.741979,0.258258,0.319911,0.147368,0.309934,0.122754,0,0.345865,0.259833,0.311897,0.427861,0.57197,0.789553,0.442238,0.001377,0.577049,0.033139,0.342657,0.127031,0.168705,0.311741,0.052456,0.061404,0.194695,0.261484,0.831615,0.051491,0.408189,0.819209,0.259649,0.776316,0.856626,0.093952,0.316605,0.910112,0.610333,0.305463,0.568238,0.539519,0.209847,0.124491,0.493363,0.535354,0.606061,0.663043,0.581481,0.583026,0.152742,0.186588,0.781771,0.318447,0.841202,0.673591,0.315789,0.143137,0.234505,0.096078,0.148465,0.139391,0.047593,0.44542,0.151854,0.48991,0,0.518841,0.72,0.102446,0.425721,0.368664,0.223841,0.501203,0.57716,0.574074,0.388889,0.331748,0.834752,0,0.534381,ALL
0.598698,0.256783,0.015827,0.121324,0.640684,0.630024,0.44,0.690895,0.328899,0.86679,0.096764,0.072566,0.486811,0.170213,0.223077,0.402036,0.976493,0.498521,0,0.713251,0.174173,0.114921,0.637215,0.161376,0.736842,0.024126,0.534574,0.783963,0.440495,0.015832,0.072776,0.409496,0.587927,0.290857,0.505376,0.385701,0.615898,0.305199,0.542959,0.106227,0.052083,0.334985,0.255,0.29901,0.196868,0.173115,0.306652,0.638773,0.593453,0.676349,0.28321,0.159757,0.667939,0.28841,0.553787,0.640193,0.056932,0,0.205882,0.429429,0.230425,0.045263,0.221854,0,0.59854,0.133025,0,0.383708,0.766169,0.28842,0.742619,0.106498,0.078655,0,0.015896,0.219114,0.273264,0.133898,0.361336,0.035353,0.233333,0.067109,0.212014,0.703322,0.834688,0.471464,0.700565,0.307018,0.624269,0.812455,0.159827,0.661993,0.688202,0.267951,0.826087,0.37469,0,0.238902,0.179007,0.269912,0.191919,0.360606,0.323123,0.651852,0.225092,0.12845,0.095347,0.805732,0.559223,0.725322,0.077151,0.763158,0.276471,0.165438,0.019072,0.164066,0.112867,0.085066,0.099122,0.163248,0.356994,0.413208,0.438647,0.390769,0.10706,0.689579,0.016897,0.24106,0.631917,0,0.376543,0.447712,0.447087,0.702053,0.330179,0.555992,AML
0.861171,0.341085,0.054197,0.860294,0.752852,0.328605,0.097143,0.707728,0.348115,0.386679,0.212635,0.118744,0.345324,0.180457,0.564103,0.531807,0.540661,0.217456,0.265107,0.677027,0.165914,0.070794,0.007488,0.283069,1,0.026435,0.960106,0.466534,0.094281,0.41556,0,0.386944,0.204724,0.281497,0.564516,0.021677,0.213592,0.533333,0.47852,0,0.338542,0.425173,0.3275,0.417822,0.237136,0.31498,0.516347,0.711297,1,0.493776,0.252866,0.174924,0.412214,0.309973,0.378103,0.507822,0.217683,0.290513,0.622995,0.60961,0.684564,0.113684,0.261589,0.100599,0.208029,0.35454,0.027414,0.292605,0.791045,0.670455,0.573051,0.772563,0.30806,0.560656,0.040054,0.299534,0.376662,0.016306,0.527328,0.030671,0.063158,0.270822,0.095406,0.751432,0.590786,0.014888,0,0,0.510234,0.441709,0.102592,0.371218,0.779494,0.650613,0.700111,0.756824,1,0,0.085435,0.320796,0.62963,0.190909,0,0.17037,0.158672,0.164888,0.32938,0.711534,0.413592,0.629471,0.433234,0.885965,0.341176,0.084562,0.050018,0.04152,0.155192,0.093818,0.386449,0.137974,0.913709,0.201887,0.15942,0.630769,0,0.10643,0.130568,0.351656,0.327185,0.268519,0.824074,0.617647,0.13912,0.717076,0.12251,0.654224,AML
0.72885,0.153101,0.032614,0.147059,0.634981,0.836879,0.434286,0.755164,0.651146,0.734505,0.187057,0.502957,0.460432,0.072498,0.387179,0.337574,0.857687,0.39645,0.508772,0.65763,0.166448,0.282857,0.786597,0.164021,0.877193,0.615654,0.263298,0.618953,0.513138,0,0.031279,0.538279,0.635171,0.072714,0.188172,0.329655,0.534587,0.390214,0.5179,0.194139,0.135417,0.388503,0.18,0.39604,0.049217,0.100198,0.343856,0.451883,0.813094,1,0.330411,0.160768,0.40458,0.291105,0.243157,0.598075,0,0.365351,0.187166,0.57958,0.36689,0.032632,0,0.188024,1,0.07808,0.188319,0.207931,0.741294,0.260823,0.583649,0.086643,0,0.554098,0.015177,0.452214,0.233383,0.1963,0.340081,0.459966,0.217544,0.611141,0.484099,0.74685,0.704607,0.532258,0.432203,0.57193,0.741228,0.569153,0.184665,0.631734,0.731742,0.175131,0.098105,0.277916,0.247423,0.217918,0.169243,0.234513,0.457912,0.366667,0.498024,0.685185,0.322878,0.115937,0.445255,0.546159,0,0.711016,0.403561,0.653509,0.745098,0.319728,0.063692,0.190488,0.077878,0.050328,0.314931,0.19018,0.230341,0.277358,0.138164,0.526154,0.143055,0.802661,0.278034,0.193377,0.535686,0.209877,0.734568,0.107843,0.142687,0.717076,0.060757,0.631631,ALL
0.637744,0.426357,0,0.477941,0.655894,0.62766,0.377143,0.753634,0.317073,0.884366,0.645609,0.067334,0.647482,0.047281,0.401282,0.408821,0.545743,0.424556,0.553606,0.414349,0,0.028889,0.494946,0.351852,0.703947,0.055498,0.18617,0.716368,0.774343,0.043837,0.041654,0.391691,0.884514,0.519078,0.277419,0.438988,0.501214,0.274006,0.25537,0.449817,0.04989,0.857284,0.4375,0.49703,0.042506,0.259425,0.261556,0.479777,0.68849,0.721992,0.324343,0.090664,0.049618,0.242588,0.467218,0.616125,0.169457,0.320566,0.352941,0.744745,0.333333,0.003158,0.248344,0.137725,0.408759,0.126084,0.215733,0.531618,0.875622,0.402056,0.055261,0.193141,0.033131,0.445902,0.01841,0.333333,0.539143,0.538727,0.271255,0.100516,0.392982,0.129973,0.597173,0.537228,0.685637,0.444169,0.477401,0.405263,0.785088,0.417089,0.382289,0.625092,0.785112,0.171629,0.688963,0.287841,0.467354,0.270379,0.172498,0.426991,0.393939,0.439394,0.278656,0.648148,0.232472,0.196908,0.291515,0.682171,0.163107,0.565093,0.495549,0.320175,0.545098,0.10771,0.057215,0.047056,0,0.099289,0,0.171742,0.425191,0.403774,0.325604,0.56,0.155053,0.372506,0.043011,0.04106,0.688853,0.041667,0.444444,0.366013,0.1522,0.822734,0.288347,0.576621,AML
0.566161,0.503876,0.113189,0.878676,0.587452,0.685579,0.491429,0.390207,0.214339,0.583719,0.037904,0.298453,0.323741,0.122143,0.547436,0.540288,0.796061,0.403846,0.307992,0.637766,0.978089,0.274921,0.309622,0.201058,0.436404,0.037662,0.422872,0.63552,0.460587,0.737402,0.071204,0.150742,0.538058,0.449964,0.368817,0.014268,0,0.501529,0.297136,0.059341,0.202851,0.314172,0.205,0.265347,0.389262,0.215774,0.502818,0.400279,0.400211,0.73444,0.251517,0.199528,0.706107,0.067385,0.437301,0.351384,0.423309,0.318798,0.179144,0.66967,0.313199,0.224211,0.102649,0.246707,0.919708,0.032389,0.127533,0.226152,0.542289,0.543831,0.922786,0.460289,0.066505,0.537705,0.0185,0.155012,0.400295,0.340546,0.342105,0.087235,0.163158,0.036605,0.540636,0.611684,0.490515,0.413151,0.036723,0.147368,0.460526,0.700941,0.332613,0.505535,0.912921,0.336252,0.767001,0.1067,0.477663,0.114609,0.104963,0.236726,0.498316,0.306061,0.621542,0.477778,0.326568,0.227825,0.281934,0.520554,0.712621,0.41774,0.308605,0.605263,0.558824,0.06302,0.065131,0.041268,0.079007,0.029267,0.356336,0.314895,0.553236,0.250943,0.263768,0.236923,0.295801,0.113082,0.299539,0.107947,0.479551,0.260802,0.320988,0.29085,0.105826,0.74011,0.123506,0.46169,AML
0.409978,0.189922,0.002878,0.327206,0.686312,0.546099,0.422857,0.491966,0.365854,0.921369,1,0.05505,0.784173,0.291568,0.661538,0.449534,0.626429,0.710059,0.360624,0.719093,0.107662,0,0.494946,0.666667,0.403509,0.015845,0.319149,0.626243,0.508501,0.479826,0.046055,0.690801,0.860892,0.961123,0.648387,0.190919,0.384709,0.502141,0.754177,0.082051,0.212719,0.239841,0.1975,0.334653,0.552573,0.713294,0.223224,0.831241,0.394931,0.883817,0.456507,0.135827,0.21374,0.199461,0.157861,0.879663,0.285332,0.428403,0.586898,0.495495,0.545861,0.297895,0.564238,0.276048,0.620438,0.336032,0.046484,0.823151,0.527363,0.431818,0.559425,0.518051,0.18631,0.206557,0.029996,0.124709,0.521418,0.253685,0.466599,0.059335,0.498246,0.190716,0.381625,0.770905,0.463415,0.295285,0.757062,0.391228,0.73538,0.741492,0.273218,0.411808,0.983146,0.371278,0.309922,0.493797,0.457045,0.101695,0.166802,0.294248,0.414141,0.763636,0.729249,0.585185,0.219557,0.250276,0.43385,0.534414,0.460194,0.738197,0.385757,0.464912,0.507843,0.055933,0.055775,0.032209,0.085214,0.048414,0.496863,0.467371,0.30341,0.316981,0.542995,0.612308,0.218736,0.696231,0.164363,0.372848,0.40417,0.856481,0.688272,0.754902,0.318668,0.724587,0.041833,0.518664,AML
0.618221,0.849806,0.138129,0.849265,0.496198,0.349882,0.582857,0.438409,0.488544,0.152636,0.184592,0.155596,0.894484,0.107171,0.671795,0.521628,0.642313,0.421598,0.261209,0.607151,0.146091,0.293651,0.554848,0.473545,0.559211,0.028505,0.901596,0.231279,0.42813,0.624106,0.148538,1,0.527559,0.817135,0.54086,0.558253,0.23483,0.555352,0.707637,0.12674,0.239035,0.177403,0.41,0.287129,0.203579,0.43006,0.287486,0.355649,0.2566,0.647303,0.171274,0.145602,0.270992,0.272237,0.365372,0.876053,0.314802,0.435474,0.610963,0.855856,0.892617,0.225263,0.754967,0.390419,0.664234,0.438404,0.263409,0.652733,0.621891,0.353355,0.644966,0.794224,0.76857,0.442623,0.024787,0.130536,0.064993,0.246472,0.456478,0.129371,0.468421,0.266578,0.424028,0.588774,0.739837,0.349876,0.666667,0.414035,0.349415,0.749457,0.301296,0.172694,0.93118,0.34676,0.328874,0.059553,0.467354,0.443099,0.204231,0.112832,0.814815,0.29697,0.787549,0.474074,0.573801,0.473684,0.139599,0.288701,0.584466,0.686695,0.468843,0.267544,0.752941,0.296485,0.048579,0.271515,0.147291,0.015864,0.416562,0.69422,0.230341,0.260377,0.183575,0.692308,0.251961,0.665188,0.18894,0.43245,0.578188,0.554012,0.712963,0.48366,0.827586,0.754131,0.226096,0.482318,AML
0.338395,0.481589,0.028297,1,0,0.413712,0,0,0.628234,0,0.037596,0.265924,0.522782,0.378251,1,0.776081,0.351334,0.923077,0.45614,0.490769,0.405675,0.346032,0.568701,0.39418,0,0.017915,0.603723,0.359178,0.166924,0.458631,0.039296,0.179822,0,1,0.656989,0.425587,0.233617,0.980428,0.595465,0.36044,0,0.277502,0.4425,0.536634,0.85906,0.625,0.266065,0.591353,0.194298,0.228216,1,0,0.209924,0.509434,0,0.447653,0.204956,0.358279,1,0.861862,0.85906,1,0.531126,0.340719,0.405109,0.286871,0.061979,0.528403,0.736318,0.306277,0.420136,0.911552,0.102633,0.252459,0.026403,0.276224,0.771049,0.085293,1,0.084751,0.454386,0.095225,0.515901,0.808706,0.227642,0,0.966102,0.475439,0,1,1,0.255351,0.896067,0.357268,0.468227,0.258065,0.443299,0.243745,0.215622,1,0.427609,0,0.659091,0.414815,0.431734,0.308428,0.803376,0.325816,0.419417,0.819742,0.732938,0.324561,1,0,0.106513,0.1077,0.08465,0.078228,1,0.352807,0.368128,0.035849,1,0.824615,0.252423,1,0.674347,0.466225,0.092221,0.679012,1,0.336601,0.263971,0.438658,0.106076,0.48723,AML
0.45987,0.290698,0.009592,0.404412,0.477186,0.523641,0.337143,0.649579,0.402809,0.864015,0.09245,0.128526,0.129496,0.122931,0.392308,0.268024,0.910419,0.409763,0.499025,0.673989,0.545693,0.125079,0.415575,0.238095,0.66886,0.006529,0.308511,0.903247,0.695518,0.391556,0.041496,0.612463,0.816273,0.292297,0.543011,0.743576,0.262136,0.373089,0.579952,0.05348,0.16557,0.301288,0.4575,0.089109,0.205817,0.331845,0.192785,0.679219,0.678986,0.394191,0.316251,0.17762,0.438931,0.153639,0.443666,0.558363,0.592766,0.294638,0.378342,0.750751,0.503356,0.364211,0.395364,0.257485,0.594891,0.052632,0.337306,0.317256,0.9801,0.550325,0.514762,0.344765,0.429405,1,0.016255,0.229604,0.444609,0.369395,0.285425,0.049207,0.25614,0.109284,0.240283,0,0.647696,0.387097,0.333333,0.454386,0.533626,0.863867,0.271058,0.597048,0.845506,0.34676,0.573021,0.488834,0.398625,0.108959,0.216436,0.121681,0.579125,0.227273,0.735178,0.566667,0.273063,0.174457,0.392336,0.65774,0.450485,0.626609,0.632047,0.52193,0,0.212018,0.035984,0.289129,0.068284,0.083151,0.328733,0.230164,0.487126,0.186792,0.224155,0.658462,0.343793,0.354767,0.254992,0.309934,0.502807,0.305556,0,0.238562,0.10107,0.707061,0.305777,0.545187,AML
