@relation 'DLBCL_transformed_data_johnson-weka.filters.unsupervised.attribute.Remove-V-R11,66,78,128,131,143,148,170,187,196,238,248,306,311,313-314,354,370,390,394,412,447,471,478,502,513,515,522-523,540,561,563,586,596,620,622,635,642,662,670,695,712,718,752,786,794,797,808,811,816-817,823,842,855,910,924,995,1017,1026,1038,1071,1074,1078,1093,1107,1117,1129,1149,1167,1169,1178,1214,1226,1237,1240,1245,1268,1325,1329,1343,1470,1488,1541,1552,1574,1580,1602,1626,1643,1657,1694,1701,1711,1735,1745,1749,1765,1778,1789,1853,1878,1891,1917,1931-1932,1936,1944,1957,1979,2003,2018,2025,2056,2076-2077,2093,2119,2131,2156,2159,2176,2193,2205,2220,2224,2236,2258,2262,2268,2304,2317,2362,2400,2409,2421,2423,2462,2469,2500,2561,2568,2597,2605,2643,2646,2648'

@attribute AB002315_at numeric
@attribute AFFX-HUMRGE/M10098_M_at numeric
@attribute D00654_at numeric
@attribute D14663_at numeric
@attribute D14710_at numeric
@attribute D16480_at numeric
@attribute D17400_at numeric
@attribute D25539_at numeric
@attribute D28383_at numeric
@attribute D29642_at numeric
@attribute D42055_at numeric
@attribute D43951_at numeric
@attribute D64109_at numeric
@attribute D67029_at numeric
@attribute D78011_at numeric
@attribute D78014_at numeric
@attribute D83407_at numeric
@attribute D86956_at numeric
@attribute D87024_at numeric
@attribute D87119_at numeric
@attribute D87735_at numeric
@attribute HG1869-HT1904_at numeric
@attribute HG2707-HT2803_at numeric
@attribute HG2788-HT2896_at numeric
@attribute HG3477-HT3670_at numeric
@attribute HG371-HT26388_at numeric
@attribute HG3731-HT4001_at numeric
@attribute HG3925-HT4195_at numeric
@attribute HG3928-HT4198_at numeric
@attribute HG4272-HT4542_at numeric
@attribute HG613-HT613_at numeric
@attribute HG658-HT658_f_at numeric
@attribute J02783_at numeric
@attribute J03191_at numeric
@attribute J04056_at numeric
@attribute J04080_at numeric
@attribute J04599_at numeric
@attribute J04970_at numeric
@attribute K02777_s_at numeric
@attribute L00354_at numeric
@attribute L07033_at numeric
@attribute L09229_s_at numeric
@attribute L10343_at numeric
@attribute L14837_at numeric
@attribute L23808_at numeric
@attribute L25286_s_at numeric
@attribute L25876_at numeric
@attribute L28010_at numeric
@attribute L29008_at numeric
@attribute L32137_at numeric
@attribute L32140_at numeric
@attribute L33799_at numeric
@attribute L37043_at numeric
@attribute L40392_at numeric
@attribute M13560_s_at numeric
@attribute M14745_at numeric
@attribute M23178_s_at numeric
@attribute M25753_at numeric
@attribute M26880_at numeric
@attribute M28827_at numeric
@attribute M31994_at numeric
@attribute M32304_s_at numeric
@attribute M32402_at numeric
@attribute M33764_at numeric
@attribute M34516_r_at numeric
@attribute M36284_s_at numeric
@attribute M37583_at numeric
@attribute M55543_at numeric
@attribute M60450_s_at numeric
@attribute M60527_at numeric
@attribute M62303_at numeric
@attribute M68520_at numeric
@attribute M74093_at numeric
@attribute M77349_at numeric
@attribute M80397_s_at numeric
@attribute M81757_at numeric
@attribute M86752_at numeric
@attribute S41458_at numeric
@attribute S60415_at numeric
@attribute S72024_s_at numeric
@attribute U14518_at numeric
@attribute U16660_at numeric
@attribute U23752_at numeric
@attribute U24577_at numeric
@attribute U28150_at numeric
@attribute U28831_at numeric
@attribute U31556_at numeric
@attribute U33839_at numeric
@attribute U36922_at numeric
@attribute U38846_at numeric
@attribute U46025_at numeric
@attribute U47077_at numeric
@attribute U48707_at numeric
@attribute U51004_at numeric
@attribute U52112_rna5_at numeric
@attribute U52513_at numeric
@attribute U57093_at numeric
@attribute U58516_at numeric
@attribute U59913_at numeric
@attribute U72511_at numeric
@attribute U76764_s_at numeric
@attribute U78095_at numeric
@attribute U82979_at numeric
@attribute U86602_at numeric
@attribute U86782_at numeric
@attribute U88726_at numeric
@attribute U90313_at numeric
@attribute U90909_at numeric
@attribute U95740_rna1_at numeric
@attribute X02419_rna1_s_at numeric
@attribute X04085_rna1_at numeric
@attribute X04412_at numeric
@attribute X07876_at numeric
@attribute X14046_at numeric
@attribute X14253_s_at numeric
@attribute X15940_at numeric
@attribute X51956_rna1_at numeric
@attribute X53331_at numeric
@attribute X56468_at numeric
@attribute X56807_at numeric
@attribute X58529_at numeric
@attribute X60484_at numeric
@attribute X61970_at numeric
@attribute X63380_at numeric
@attribute X63527_at numeric
@attribute X64838_at numeric
@attribute X67337_at numeric
@attribute X67951_at numeric
@attribute X68560_at numeric
@attribute X73460_at numeric
@attribute X74795_at numeric
@attribute X79536_at numeric
@attribute X83441_at numeric
@attribute X85116_rna1_s_at numeric
@attribute X87212_at numeric
@attribute X87767_at numeric
@attribute X95073_at numeric
@attribute X95632_s_at numeric
@attribute X99886_s_at numeric
@attribute Z21507_at numeric
@attribute Z24727_at numeric
@attribute Z37166_at numeric
@attribute Z48042_at numeric
@attribute Z84497_s_at numeric
@attribute Z97054_xpt2_at numeric
@attribute Class {Cancer,normal}

@data
1.133357,-2.052756,-2.054265,1.614255,0.956345,1.600778,1.528082,0.815435,0.826058,0.00966,1.044322,1.392681,0.901943,2.197335,-2.602389,2.052812,1.254488,1.503541,-1.915256,0.6196,1.092508,-0.269484,0.685802,0.637468,2.231404,-0.866617,-0.145243,0.131918,-0.425557,-0.414421,1.023012,0.909812,1.024858,0.077648,-0.342476,2.140357,2.357954,0.96079,0.658288,-0.567831,0.600371,0.260344,-1.138942,2.033462,-0.710091,0.400475,0.745236,1.961306,1.367239,1.916036,0.286477,1.577182,0.994533,1.308323,0.595925,1.9101,-0.201,0.746635,1.244594,-1.048759,-0.487756,0.26153,-0.142938,1.328711,0.148724,-2.834291,0.47174,0.612648,-0.555303,1.029763,-0.9854,0.259334,0.002219,0.976422,0.351938,0.509331,1.585985,-0.553199,-0.419668,1.53879,0.012405,1.062914,-1.404637,0.446719,-0.721619,1.154529,1.884453,-0.600434,1.265112,0.751541,1.21555,1.225546,-1.04898,0.706876,-0.805912,2.597614,0.132883,1.233703,0.22726,0.765161,0.234435,0.239487,1.395135,1.067205,1.309021,-0.64272,0.482432,1.241114,2.459948,1.65085,2.542625,1.656436,1.304132,0.912508,-0.53445,0.79768,-0.680224,0.835251,1.787654,0.413187,-1.106438,-0.02921,1.238375,0.585295,0.540043,1.6588,0.535296,1.013803,1.431667,0.569824,1.588535,0.573626,1.023091,0.775509,1.754028,0.865267,0.811898,0.377603,0.610169,0.952252,0.954853,0.883934,2.584316,1.508802,1.962446,Cancer
0.805941,0.098579,1.923773,0.012483,-1.289676,-0.281722,-0.870037,-1.285607,-1.377341,1.704207,1.430814,1.435096,0.930474,1.171593,-0.648531,1.630005,-0.449246,1.829509,-1.414873,-0.831382,-1.326594,2.378006,1.361386,1.344457,-0.457946,0.144082,-1.61865,0.691395,1.043273,-0.923524,-1.42823,-0.573296,1.621414,1.307094,-0.183753,1.028068,1.07568,0.143515,-1.530266,-0.424232,1.870496,-0.930796,2.722616,-1.528577,0.644717,1.269305,0.144786,-0.684855,0.067338,-0.04138,0.163351,1.454499,1.489862,-0.150953,0.595925,-0.636146,0.431627,1.185856,2.063116,-0.21696,-0.792215,1.152088,0.813297,-0.43048,1.285921,1.06774,0.134862,-0.737804,1.268185,-1.622126,0.372745,0.083942,2.138984,0.363541,1.005051,0.509331,1.719094,0.714458,0.767743,0.075197,1.626517,0.036883,0.392495,0.350034,-0.090393,0.505899,-0.904279,1.003549,0.908573,0.019479,1.282717,0.68464,1.859715,0.04511,0.154149,-1.768441,0.452448,2.197769,0.339767,-0.763224,1.204423,-1.007441,-0.970521,0.300998,-1.087751,0.203643,0.41837,0.653433,-0.221467,-0.290633,-0.724381,0.029839,-0.211874,-0.508888,-0.22895,-1.130049,2.031774,0.237305,-0.24622,-0.549841,0.189081,-0.129157,-0.445589,1.068506,-1.415607,0.084716,0.157948,1.302312,-1.182907,0.569824,1.216191,-0.955467,-0.320418,0.438917,-0.273595,0.452623,-1.454599,2.102549,0.047158,1.135455,1.853275,1.830537,-1.044124,-1.610135,0.499106,Cancer
0.050621,0.557894,0.307235,-1.474596,-1.579461,-0.893973,-0.940701,-0.676991,-1.127961,-0.74108,-1.140014,-1.659011,-1.346639,-1.06214,-0.421846,-0.702816,0.7608,-1.282366,0.706555,0.142449,-1.885434,-1.859634,-1.615139,-1.782824,0.036385,-1.200442,0.184562,-0.385667,-0.370197,1.596484,-1.551169,-1.519105,-1.64873,-1.756743,-0.813856,-1.309284,-0.723542,-0.020921,-0.642025,0.865578,-1.282419,-0.730484,1.669884,0.167915,-0.714144,0.245469,-1.834689,-1.587745,-1.527662,-0.153122,0.19148,-1.084175,-1.40476,-1.942499,-2.118085,-0.83157,-1.251948,-1.457066,-1.725136,-0.109224,-0.9702,-1.867758,0.640498,-1.766707,0.794102,-1.738903,-1.445468,-1.782506,-0.901588,-1.149483,-0.885937,-1.461833,-0.694123,-1.30246,-1.248462,-2.487174,-1.399999,-2.07723,-0.999718,-0.429986,-1.33415,-1.533733,-0.435788,-1.582863,-0.466488,-0.825303,0.033252,-1.746178,-0.899986,-1.60317,-1.330563,-1.235525,0.412912,-1.729278,-0.763078,-0.391438,0.572096,0.149665,-1.948293,-1.293605,-0.839849,-0.799843,-1.801242,-1.164512,-1.610796,-0.721289,-1.889284,-1.366833,-1.669098,-1.475692,-0.746427,-0.634124,-0.002606,-0.649715,0.533371,-1.915735,-0.093059,-1.334299,-1.733651,-0.645313,0.592605,-1.141184,-1.464902,-0.146601,-2.275879,-0.888112,-1.863107,-1.794986,-0.904737,-2.06399,-1.761553,-1.766067,-2.479327,-1.429917,-1.355369,0.664912,-0.565567,0.174309,0.567199,-1.668816,-0.834709,-1.39395,-1.426513,-0.123189,-1.623709,normal
-1.133382,-0.423771,-0.204415,-1.835034,-1.933017,-2.924009,-2.291553,-1.052214,-2.7579,-2.695128,-0.035858,-1.296827,-2.213393,-1.41127,-1.372352,-0.947055,0.605622,-2.177206,-3.465934,-0.148324,-2.156871,-2.912727,-2.248532,-1.448746,0.340918,3.036397,-1.128503,-0.587057,-2.13893,2.346216,-1.787437,-1.498483,-2.566936,-2.062446,-0.859548,-1.703865,-3.050943,-0.318654,-1.2327,0.430674,-4.064448,-0.643835,1.655468,-0.788212,-0.657259,0.246796,-1.928134,-1.681016,-1.430668,-2.185865,1.481083,-1.551942,-1.124249,-1.250324,-2.127233,-1.669392,-1.609776,-1.528898,-1.541295,0.255326,0.295739,-2.228609,-0.082509,-2.31426,-1.204482,-2.554221,-1.827006,-1.703602,1.340403,-0.800052,0.093693,-3.0148,-3.060964,-2.191122,-3.187508,-2.488069,-2.21734,-0.67204,-0.329689,-1.527599,-1.084574,-2.406574,-0.733334,-0.876334,-1.138495,-0.334689,-0.028373,-0.338332,-0.821688,-2.042236,-2.007542,-1.501098,-3.690378,-1.999042,-2.229048,-0.726258,0.227282,0.344496,0.758253,-2.421365,-2.695643,-2.113768,-2.953438,-1.442126,-1.444929,-0.832908,-1.964009,-1.245999,-2.086185,-2.469783,-0.790749,-2.552325,0.803324,-1.300661,0.047603,-1.974722,-1.301541,-2.688318,-1.687097,0.506891,-0.32986,-0.144289,-2.645086,-2.040604,-2.280167,-0.17635,0.718454,-1.848897,-1.111142,-2.084414,-0.448047,-1.232074,-1.187339,-0.696475,-2.805813,-1.019996,-0.177107,-0.482569,0.788104,-2.132047,-1.500534,-1.758288,-1.479959,-1.442632,-1.875282,normal
-0.361639,-0.500032,-0.908486,-0.858882,-0.423678,-1.426367,-0.081035,-2.971866,-1.917542,-0.971842,0.002021,-0.783958,-0.976397,-0.599453,2.080177,-0.059865,-0.406184,-0.793282,-0.000407,0.080742,0.654013,-1.294752,-1.794373,0.402218,1.442599,-0.396891,0.008689,0.95243,0.524539,0.719416,1.056058,0.125331,-0.577911,-1.168322,-0.589494,-0.293245,-1.97623,-0.800835,1.679229,-1.05825,-1.527163,-1.299249,-1.130992,1.009583,-0.675351,-0.044988,-1.233904,-0.468325,-1.318426,-2.210887,-1.645549,-0.709972,-0.94673,-0.774214,0.595925,0.423716,0.108883,-0.598946,0.05605,0.548211,-0.438028,0.519684,-0.490658,-0.118644,0.092839,-0.30923,-0.091802,-0.831884,0.515799,0.662351,-1.602597,-1.514581,-1.629927,0.175498,-0.060485,0.442044,-1.274393,2.507982,2.69613,0.560577,-1.005401,-1.031249,-0.776573,-1.198123,-0.365072,-0.57565,0.413564,-0.661678,-0.581802,-0.968267,-0.837637,-0.709014,-1.467989,0.197346,-0.50983,-0.016289,-0.249337,-0.545406,0.158138,-0.401734,-1.192958,0.115074,-1.203593,-0.55424,-0.299446,-0.06068,-0.662336,-0.780648,-0.611128,-0.70189,0.809353,0.249495,0.012302,0.776436,3.411031,0.79768,-1.521205,-0.06515,-0.460921,0.356625,0.300036,-0.045315,-0.255819,-1.567797,0.540043,-1.248717,0.746331,-0.762947,-0.816304,0.569824,-2.19526,0.097507,-0.926827,2.195349,0.078886,1.233076,2.807651,-1.504831,-0.221098,0.365933,-0.114837,-0.511631,-0.067891,-1.242566,1.127268,normal
0.821242,-1.347006,-0.252868,-0.318039,-0.042524,-0.795141,0.381731,-0.30315,-0.781319,0.101617,-0.163729,-0.429819,0.001578,0.30096,0.602221,0.202184,0.401905,-1.337646,-0.014995,1.114124,-0.034114,-0.521606,0.481186,0.373227,1.646522,0.22098,0.098136,-1.03454,-0.321014,1.404416,1.056058,-0.504092,-0.723393,-0.555799,-0.294329,-0.130511,-1.015352,-0.17738,-0.36269,0.522249,0.924696,0.067626,0.369648,0.185949,-0.352285,0.162629,-1.348986,-0.159188,-0.234154,-0.140306,0.681106,-1.181102,-0.443385,-0.268006,0.595925,0.503411,-2.208897,-0.652341,0.474307,0.594298,-0.287076,-0.401325,0.152111,0.063114,-1.348719,-0.672931,-0.00234,-1.156056,-0.830631,0.952381,-1.232287,-0.885459,-0.909751,-0.313341,-0.84768,0.509331,-1.312069,-0.574898,0.5231,1.160048,-0.582023,-0.674876,0.136303,-0.907128,-0.121228,-0.352747,0.006328,-0.879025,-0.324217,-0.693437,-1.234692,-0.801481,0.215626,-0.124068,-1.403682,-0.084411,0.811142,0.219064,-0.055951,0.274693,-0.860044,-0.053312,-0.344852,-1.057767,-0.486794,0.383594,-0.689941,-0.775529,0.002333,-1.486769,-0.337769,-0.559438,-0.058691,0.851701,0.890194,0.79768,0.422372,0.099615,-0.327894,-0.192807,0.06714,0.287229,-0.917514,-0.105873,0.540043,-0.578019,-0.723491,-1.054862,-0.360077,0.569824,-0.822909,0.115147,0.128894,-0.893655,-0.061932,0.295442,0.089294,-1.953502,-0.712835,0.444412,-0.111693,-0.170672,-0.358168,0.08517,-0.872986,normal
-0.844414,0.992949,-0.61359,-0.218117,-0.026205,0.273312,0.426427,-0.224122,-1.366092,-0.837689,-0.607811,1.484613,1.449357,0.385604,-1.319901,1.861749,1.633613,0.305618,-0.327515,-0.028491,-0.465056,1.083266,-0.791267,1.732095,-0.931202,1.466692,0.337374,-1.277369,-0.08973,-0.486157,-0.65341,0.909812,1.558607,0.431416,0.769734,2.075294,-0.551228,1.321267,-1.776145,-0.814749,0.474858,-0.158522,-1.494377,0.64453,0.743664,1.823507,-0.284669,-0.414106,0.106351,1.814619,-0.981566,1.817349,0.713721,0.446487,0.595925,-0.331332,0.390307,0.362844,1.798882,-0.98368,1.965534,2.05228,-0.974625,-1.082923,0.16415,1.115573,-0.560726,1.582837,-0.860648,0.885103,0.366616,-0.416431,-0.912492,1.755601,-0.025692,0.509331,0.53397,1.122507,-1.198676,-1.2446,0.38067,1.543648,0.138831,1.636621,0.225153,0.682089,-0.892009,-0.082608,1.379189,1.477398,0.547195,1.120747,2.419474,-0.199006,0.773126,1.521509,-0.539495,2.301879,-1.603332,-0.971086,1.461949,1.322279,1.195978,-0.411638,-0.307515,-0.757197,0.987884,1.188435,0.778176,1.29137,1.461135,1.112086,1.352842,-1.415614,0.049984,0.79768,1.619291,1.274542,-0.390973,0.468375,-1.158478,-0.11239,0.096389,0.959643,0.540043,1.688481,0.062476,1.165509,0.617437,0.569824,0.318541,0.834751,-2.283858,1.626198,0.15273,-1.048182,-1.422331,1.175172,0.236653,1.095317,1.793091,0.734109,-0.68203,-2.39177,0.198293,Cancer
-0.620651,-0.105106,0.299039,-0.932402,-1.177617,-0.737042,-0.59825,-0.115336,1.703267,-1.295517,0.857415,-1.689933,-1.301389,-1.246881,-0.043469,0.468285,-0.431045,-0.350332,2.672684,-1.552704,-1.096743,-0.507205,-1.125154,-1.024979,0.123904,0.689949,1.357206,1.024987,-1.350456,0.432869,-0.191726,-1.488832,-1.327921,-1.041494,0.54821,-0.810555,0.580559,-0.291082,0.10066,1.745472,0.087877,-0.422411,-0.487432,-0.377173,0.385207,0.016363,-0.840802,-1.264192,-0.78414,0.331876,0.513014,-0.015063,-0.922609,-1.738338,-1.921845,-0.868593,-0.582285,-1.568779,-1.625853,-0.022401,-0.744312,0.040963,1.246577,-1.388565,1.285921,-1.364969,-1.297516,-0.173943,1.506488,-1.130585,1.184076,0.518548,-0.624495,-1.060047,-0.953947,-1.698087,-1.552336,0.745174,0.934809,-0.814838,-0.876761,-1.071081,0.501568,-0.736419,1.045658,-1.295547,-1.206697,-0.29321,-1.205311,-1.156422,-2.617452,-1.421153,0.185244,-1.403065,1.475181,0.645891,0.454332,-0.2977,0.153001,-1.338905,-0.573376,-4.046221,-0.584224,-2.938262,-2.397302,0.979761,-0.85148,-2.031759,-0.499086,0.763427,-1.744482,-0.590766,0.926321,-1.087634,1.652415,-0.619085,-0.456249,0.325143,-1.398595,0.47705,-0.195298,1.56999,-0.731277,-1.421577,-1.498168,-1.148857,-1.218785,-0.914968,-1.234077,-1.727999,-0.969021,-0.880886,0.926958,-1.117739,-0.516533,0.851598,-0.090314,-0.084305,0.018247,-1.386227,-0.74203,-1.680387,-0.747367,0.991624,-1.221479,Cancer
0.142254,0.636011,-1.221885,-0.077482,-0.177966,-0.801589,0.676436,-0.270579,-1.291808,-0.698056,-3.371185,0.940378,1.342991,0.660396,-0.873402,1.269614,1.941797,-0.58886,0.024932,0.547466,-0.534635,0.573824,-0.492957,1.556355,-0.935643,0.726589,0.128341,0.143544,0.902877,-0.112304,-0.705526,0.909812,1.216981,0.375532,0.964758,2.08409,-0.784995,1.192217,-1.243339,0.790374,-0.304101,-0.218118,1.421161,0.002073,0.673285,0.814898,-0.252706,-0.712404,-0.182154,1.678885,-1.404911,1.86347,0.105751,-1.477998,0.595925,-1.106092,0.765945,0.067604,1.640156,-0.303063,1.37001,1.376202,-0.353902,-1.063474,-0.364533,0.500046,-0.934278,1.650518,-0.065842,1.265898,-0.102416,-0.882973,-0.430511,1.52509,-0.508609,0.509331,-0.439906,1.129204,-1.748893,-1.631141,-0.621519,1.008406,-0.228004,1.239768,0.642464,0.579764,-1.213491,1.201078,1.39792,0.938685,0.270738,0.836207,1.971263,-0.98586,-0.458225,1.487754,-1.684107,1.999696,-1.137111,-1.467838,1.094251,0.630282,0.799327,-0.491603,-1.427543,-3.576557,0.660731,0.946664,0.304117,1.615774,0.260794,0.703844,0.121805,-1.635669,-0.311644,-0.695896,1.539918,0.637353,-0.83134,-0.345471,-1.218071,-0.408116,-0.860033,1.282276,0.540043,0.973381,-1.580266,0.790199,-0.609624,-0.597996,0.167576,0.844796,-0.731385,1.337833,-0.840112,0.868608,0.287399,1.370531,-0.727575,0.5159,1.179328,0.192608,-0.997626,-1.459639,-0.843438,Cancer
-0.74904,0.01678,-0.166153,0.367742,1.447892,-0.544095,-0.095929,-0.586657,0.095276,-0.231382,-0.185926,0.16749,-0.05733,0.526185,0.333602,-1.101923,-1.490573,0.121536,0.530311,0.999925,1.077166,1.232155,-0.300596,0.397944,-2.176928,-0.421057,-0.278591,-0.056942,-1.161297,-0.996932,1.056058,0.909812,-0.112065,0.226849,-0.42282,-0.474793,0.278337,-0.505226,0.462516,-1.602203,0.923882,-0.797867,0.022824,0.383025,-0.066311,-1.387445,-0.123273,0.418073,1.027028,-1.255851,-0.653796,-1.390815,0.977246,0.611009,0.595925,1.126112,-0.069082,0.396065,0.417217,-1.453446,-0.349531,-0.42356,-1.215073,0.465229,0.888262,0.574946,-0.047444,0.131527,-0.475089,0.227039,-0.358902,0.085506,-0.240065,-0.251697,0.082477,0.509331,0.841643,0.571034,-0.633868,-1.424871,-0.223599,0.517175,2.242661,-0.122998,1.973853,-0.792253,1.106916,2.276755,0.715164,0.012704,0.166031,0.662849,1.367701,0.772225,1.05584,-0.184399,2.260095,-0.839979,2.52479,0.721564,0.13439,0.024777,0.21157,-0.055796,0.407689,2.35839,0.352046,0.126962,0.137986,-0.948324,0.888854,-0.021421,1.239885,1.492938,0.394601,0.79768,-1.652927,-0.628524,0.593783,1.686677,-0.931557,-0.150536,-0.040257,0.593034,0.540043,-0.350763,0.412983,-0.256744,-0.20146,0.569824,0.466517,0.774641,0.5009,-0.300577,0.971407,0.638368,0.505402,-0.612533,-1.014473,-0.064014,-0.867159,-0.653761,0.811169,0.661135,0.319132,Cancer
-0.805003,-1.119197,-0.493138,-1.471954,-1.464596,-1.029595,-2.344627,-1.423749,-0.451639,-1.072769,-1.631491,-1.121555,-1.342441,-1.439713,-0.107147,-0.878277,0.782049,-2.017932,1.08438,-0.862055,-1.487223,-1.633226,-0.908091,-0.454522,-0.028131,0.044331,0.899324,-1.753334,-1.149077,1.269772,-0.164561,-1.62647,-1.424997,-1.547979,-0.592706,-1.146044,0.049357,0.658926,0.456411,1.054041,-0.84351,-0.892405,0.033453,0.952097,-0.202271,0.535356,-1.331453,-0.963487,-1.583339,-0.484052,-0.305063,-0.720779,-1.035407,-0.706897,-1.840432,-0.331832,-1.231908,-1.111977,-0.862218,-0.812629,-0.750999,-1.180739,0.309393,-1.573093,-0.384799,-0.96108,-0.995455,-0.936919,1.00713,-0.433103,-0.650767,-1.238329,-1.329647,0.197334,-1.016462,-2.370224,-1.577599,-1.490882,-1.994278,-0.149403,-1.564687,-1.290323,-0.736196,-1.402089,-0.079394,-0.735851,-0.224584,-0.293016,-0.511541,-1.354419,-1.493822,-1.111451,0.200697,-0.622865,0.403225,0.322139,-1.081242,-0.226828,-1.112305,-0.970917,-1.314228,-0.605776,-1.184272,-1.318259,-1.404482,0.391817,-1.487004,-1.341867,-1.172726,-0.239246,-1.577919,-0.939735,-0.028326,-0.671739,0.370119,0.79768,-0.627442,0.07094,-1.42957,-0.8922,0.340711,-0.419973,-0.979914,-1.275891,-2.064768,0.362353,0.222576,-1.626373,-0.471417,-1.763416,-0.914605,-0.258006,-0.869619,-0.932569,-0.166672,-0.015352,-3.180362,-0.446574,-0.47316,-1.170391,-0.771169,-1.505847,-1.303192,0.331456,-1.261264,Cancer
0.593586,0.170255,-0.449061,1.174626,1.456307,0.606245,2.099321,2.79438,0.483156,0.647885,-0.63471,1.476658,1.834298,0.997078,0.000025,-0.582991,2.216267,1.746612,-0.382771,0.143524,0.408472,2.196041,1.991413,-1.707482,-1.406184,-1.505601,-0.670004,0.958835,1.926404,-0.265221,0.514059,0.909812,0.824242,1.307094,-0.476068,-0.313535,0.173086,-2.904463,-0.982891,0.889552,0.537007,-1.06048,1.560957,-1.147904,-1.326621,-0.142784,2.284796,0.873956,-0.444949,-0.085015,0.91841,0.306045,0.086039,1.57642,0.595925,-1.183803,-0.117975,1.918019,1.288475,1.912695,-1.036249,-0.317297,-0.468827,0.12684,-1.126041,0.134374,1.242767,-0.955471,0.109644,0.948693,0.643926,1.217726,1.863627,-1.116541,1.795992,0.509331,1.895265,-1.000128,-0.449608,-0.514071,1.792518,0.175745,0.71628,-0.127339,1.310461,0.958394,1.604811,-0.319464,2.174577,0.740363,1.743011,2.158328,-0.72536,2.351603,0.346695,-1.670322,-0.794488,1.092234,0.044515,0.814088,0.480378,-1.438624,-1.238218,2.017476,0.467471,-0.666363,-0.684168,1.493914,0.980065,0.064539,1.091426,1.828046,-0.246988,1.371894,0.070234,-1.273699,1.797233,-1.029739,1.262248,-1.840132,-1.37008,0.037819,1.24833,2.414272,0.540043,0.90021,1.508626,1.22197,1.003242,0.569824,1.009442,1.907922,-0.943568,-0.770705,-0.94777,0.892791,0.650223,1.992298,-0.289158,1.84403,0.307512,1.270856,-0.721447,-0.747421,0.973605,Cancer
1.688604,-0.037773,-0.192537,0.92783,1.332736,1.154905,0.486683,1.296655,-0.705086,1.829162,-0.442128,1.698977,1.561714,1.597983,0.648394,-0.445696,-0.752792,1.416453,-0.137016,0.178996,0.790746,0.935041,1.759342,-0.464437,-1.497579,-1.158435,-2.526248,0.350047,1.066965,-2.439699,-1.459187,-0.54141,0.849197,0.076524,2.106318,0.38787,-0.890237,-0.28474,-0.969728,1.579528,0.490433,-0.634798,0.33372,-1.096391,1.443924,-0.329398,0.814477,0.699336,1.467774,1.157473,0.823984,0.727145,1.201648,1.070546,0.595925,1.469693,1.110169,0.502779,1.418206,0.006755,-0.916673,0.397064,-0.140671,0.833819,1.285921,0.052685,0.409862,0.911739,1.916691,-1.020977,2.133363,0.791654,1.995838,0.789952,2.421575,0.509331,1.551322,0.759655,0.245864,0.449056,1.350388,2.289665,-0.257906,0.840543,-1.007276,2.094355,0.248537,1.044621,1.336051,0.406677,1.903466,1.121643,0.030147,-0.481123,-0.260872,1.369622,-2.281271,-0.258212,-0.411536,0.807667,0.64755,1.073657,0.420581,1.500771,-0.028439,0.120582,0.320513,0.861592,0.537002,0.052686,-0.658202,-0.02649,-0.925175,0.294669,0.454587,-1.135067,1.49395,-1.278313,-0.213981,0.328421,1.357505,0.066055,0.638934,1.534563,0.540043,0.698038,-0.514361,1.071434,0.65179,0.569824,2.335499,0.577008,-0.408572,0.787712,-1.000384,-0.971011,0.326273,1.182957,0.138638,1.538511,-0.007186,1.856486,-0.867533,-0.785073,1.330052,Cancer
1.804531,-1.43991,-0.714432,2.064949,1.456307,2.027735,1.168777,-0.252381,-0.06414,2.10519,0.230523,1.240876,0.486577,1.325265,0.062971,0.845322,-0.000431,1.487128,1.150534,2.000809,1.498872,-0.283948,0.598082,0.853835,1.412275,0.453943,-1.058852,-1.397246,0.801855,-0.078904,1.056058,0.909812,2.097385,1.307094,1.353206,1.087099,-0.609556,1.025406,-0.507048,0.231301,0.394297,1.991105,0.273688,0.241425,0.784915,1.88412,0.74164,1.94154,1.421591,-1.151692,0.072187,1.161817,1.566388,1.391745,0.595925,0.838969,-0.047541,1.30122,0.531605,0.674199,-0.248225,0.771549,0.683002,2.134719,1.013635,0.489069,1.252464,0.595673,0.922205,1.230322,-0.302183,1.429695,1.687685,0.844208,0.169928,0.509331,1.175257,-1.706494,0.482511,1.676906,0.949972,0.917913,0.952145,1.255793,-0.737755,0.537406,1.925712,0.207019,0.600096,0.860669,0.112974,1.551205,0.198036,1.055348,-0.032695,0.234526,0.567179,0.537315,-0.276253,2.192957,-0.324124,-0.12379,1.292165,1.392337,1.688009,-0.190345,0.473136,0.885251,1.364548,1.986288,1.649118,1.617042,0.879725,0.838716,-1.830242,0.79768,-0.017508,-0.566606,1.70289,1.480594,1.357505,0.114478,1.438579,-0.338871,0.540043,0.492665,1.416877,1.464891,0.59331,0.569824,1.378825,2.055209,0.308958,0.83799,2.578277,0.223837,0.075073,-0.621175,-0.692265,1.279595,1.313205,1.116253,1.512046,0.808367,1.586491,Cancer
