@relation 'DLBCL_ADASYN_resampled_data-weka.filters.unsupervised.attribute.Remove-V-R2123,327,534,2275,450,483,839,2208,1157,1987,152,286,92,1807,343,797,2068,1895,584,617,2106,1226,1650,127,2621,2318,2000,1865,251,2335,2648-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N7-F1'

@attribute X52142_at numeric
@attribute D79987_at numeric
@attribute HG4074-HT4344_at numeric
@attribute X69433_at numeric
@attribute HG1980-HT2023_at numeric
@attribute HG2874-HT3018_at numeric
@attribute L36720_at numeric
@attribute X62078_at numeric
@attribute M57710_at numeric
@attribute V00594_at numeric
@attribute D21063_at numeric
@attribute D55716_at numeric
@attribute D10925_at numeric
@attribute U63743_at numeric
@attribute D80008_at numeric
@attribute L25876_at numeric
@attribute X13293_at numeric
@attribute U78525_at numeric
@attribute J02645_at numeric
@attribute J04031_at numeric
@attribute X17567_s_at numeric
@attribute M74093_at numeric
@attribute U37426_at numeric
@attribute D14662_at numeric
@attribute Z50115_s_at numeric
@attribute X74801_at numeric
@attribute X02152_at numeric
@attribute U73379_at numeric
@attribute D45248_at numeric
@attribute X76534_at numeric
@attribute CLASS {Cancer,normal}

@data
710.667549,2032.987913,1991.330807,1567.175839,9497.924385,1630.504415,1729.1945,3875.127176,2749.878625,4579.343966,2896.983388,3290.133442,925.579172,1979.810847,727.560975,855.023349,3615.969611,4516.540706,2068.851221,1283.121685,7469.981422,861.654886,707.016903,2486.801466,2292.014407,3162.675851,10168.52614,2678.202259,7957.600227,1245.092363,Cancer
648.31691,1783.276851,1861.264471,1034.290377,7566.486763,1396.146781,1924.289551,4618.466029,5996.659573,7011.081994,3132.394894,3289.749604,1095.79441,2103.977399,675.654053,1248.666118,3066.390948,2996.231944,2016.584691,1401.992955,7466.202367,851.596088,728.022498,2298.334029,2128.322329,2620.369809,12528.75749,2047.450189,3785.094009,5132.580979,Cancer
971.742134,3630.688148,4653.106741,6490.566326,16000,3285.441807,2903.605688,4336.48273,6408.323251,5223.031493,5330.55558,5516.603111,1376.49624,2643.892593,1479.249191,1721.036378,5793.023718,11325.74688,2855.811067,2562.083248,10194.19889,2269.171735,1354.904318,3144.200605,2470.794025,3442.899389,16000,4047.7393,14188.94258,2637.637535,Cancer
636.929214,1810.36901,2178.228474,1361.513686,7369.965265,1301.546301,1631.812874,2156.631141,8828.772865,5730.14969,2157.025581,2566.113651,937.125329,1728.903541,770.721862,1057.000421,2286.958078,1626.700631,1829.519063,1165.520952,4958.703689,972.956246,758.753005,2196.454097,2090.003364,2187.590293,12953.75105,2570.112888,3454.176581,1214.521697,Cancer
762.603685,2052.030593,2806.338674,1749.014517,10805.64143,2202.687302,1781.924384,3960.638272,5650.421823,6591.544144,4840.630674,2968.52848,1412.567168,2721.925161,1181.136065,1148.647197,2085.686305,3686.402098,2690.855023,1593.591883,5090.060833,752.323686,719.877353,4157.673949,2619.056144,2639.879386,16000,2945.098029,5954.881583,1410.281885,Cancer
570.305329,1494.828754,1419.409527,1289.924612,3953.712281,1704.881206,1269.319431,2095.799809,3983.21867,3738.681507,1618.561388,2536.116194,934.898787,1518.924491,667.098238,957.87728,2569.523097,1883.397686,1671.499221,895.757146,4567.191715,1037.799755,625.246456,1991.934425,2070.1957,1399.577711,5013.264356,2173.724042,4430.365414,1041.754417,Cancer
511.300436,1189.875009,999.945266,965.267233,2895.720517,1048.991272,862.896424,1400.170593,960.617589,2993.173867,1458.368636,1471.228458,917.747126,1334.431854,423.689567,544.563143,1642.922759,1495.716299,1235.934685,560.806649,2649.996827,764.911575,417.563998,1732.26625,1640.873871,1197.385832,1672.773117,1317.070556,2126.242065,395.909071,normal
464.741368,836.629522,977.80244,653.970961,2858.729607,860.974037,1091.950559,1032.661486,791.14518,3558.290648,1102.702028,874.57064,776.895312,956.151534,503.656526,502.479272,1924.380591,1482.206037,855.287297,635.902483,1841.927969,594.347733,546.76577,940.1257,1218.516802,745.908417,1294.394302,1046.749008,1193.532358,526.979318,normal
560.179834,1238.27155,1369.143571,1142.777714,5124.16416,1300.507487,1349.843258,1770.952708,3165.976927,3079.47965,1850.587152,2029.168825,944.350543,1282.231454,595.3003,792.599339,2003.061112,1775.178141,1876.825134,955.252817,5949.584031,813.885255,412.289514,2405.89524,1733.072657,1840.225878,5898.869544,1718.48388,4580.785927,904.782781,normal
505.19208,1143.09074,904.832213,1125.976484,3371.956372,1126.132217,1073.572154,1556.087773,1730.497509,3127.092779,1622.115727,1846.26351,881.058065,1412.701743,530.602024,547.422711,1804.510964,1273.031482,1444.280357,775.00044,3244.689685,723.962319,411.22647,1481.943587,2202.216457,1263.134492,2483.379225,1316.016719,3108.424808,984.090982,normal
503.038657,1181.575538,970.440045,1064.621573,3201.62872,1058.008378,1214.467019,1440.105657,1434.8254,3141.1418,1463.72539,1604.649349,853.657955,1562.361608,511.628317,530.891254,1756.763232,1143.723308,1359.341469,764.241235,3122.788901,758.977767,408.982843,1314.086014,1933.75285,1071.321558,2245.361723,1364.307838,2533.394014,748.213498,normal
629.490564,1479.780476,1455.637502,1269.02657,5166.0682,1411.891244,1556.613177,2274.981567,2199.902197,2575.392857,2404.917342,2452.913494,857.780166,1522.461104,563.234835,843.071872,2137.801395,1982.91914,2462.270223,1172.33295,5140.180369,838.242571,571.996486,2237.319697,2076.588528,1696.321084,6672.47084,1881.706836,4152.206302,846.505939,normal
498.295989,1190.932281,1033.402795,971.886242,3005.492149,978.530647,1325.52047,1298.377914,1092.395687,3182.12583,1287.024296,1317.059615,824.064804,1647.813257,490.407538,513.630797,1721.481654,1060.406253,1236.449774,737.592029,2893.351402,779.09685,417.922385,1141.139645,1617.047804,870.333801,1929.748944,1383.199908,1877.129306,498.705235,normal
499.280075,1172.915392,976.248846,953.88485,2970.726102,1024.878794,894.504678,1419.796165,1036.082076,3080.116125,1404.271312,1427.230429,910.698755,1346.315225,431.168183,538.145933,1669.244935,1447.098489,1214.2173,580.677635,2722.281912,759.764665,418.605057,1629.163358,1607.396438,1132.396116,1651.305616,1320.291038,2131.585585,430.707547,normal
610.028669,1416.697402,1242.20361,1202.389525,3066.134207,1189.642699,1206.003273,1885.694603,2235.514415,2867.185214,1678.24801,2282.860361,954.712363,1361.533455,555.291342,682.260818,1893.597537,1824.294181,1476.172912,792.591504,4015.358426,899.384037,395.144795,2254.672109,1856.361573,1394.769428,3669.7596,1181.512636,4561.150891,1026.119534,normal
898.144441,2272.063063,3203.575358,2742.612102,15949.83527,2754.330664,2822.331685,6832.752433,16000,16000,2988.149248,3261.134469,1917.309277,2470.046086,911.120621,994.21132,2811.289801,6230.852813,2340.539558,2312.458187,9405.41416,1919.247546,790.039714,2624.421252,2802.989089,3188.243827,13154.8277,3622.042466,15990.06377,3693.201563,Cancer
839.856344,2224.876209,1952.591207,1393.860318,14781.40531,1689.321686,1511.668082,2233.613859,3853.502103,5638.478195,1934.074355,4175.877102,933.863711,2282.785228,732.78583,1156.938747,4962.305411,1710.900574,1870.729177,1178.359325,5944.814537,962.763525,690.456666,2583.699249,2429.828108,1657.180451,11397.22028,3833.187078,3728.812419,1004.002219,Cancer
816.233255,1821.211428,1836.712106,1538.543413,6067.472185,1515.940601,2142.24334,3627.94835,7666.798662,8540.621253,2212.433248,2473.501785,1070.987784,1931.808125,763.95415,745.080287,2547.287851,2779.115451,2065.082246,1422.166681,7270.279411,871.456388,595.322928,2317.624887,2438.003501,2270.370942,8793.5508,4093.582022,6164.061057,2648.322971,Cancer
831.802894,2026.42373,3251.813642,2297.203522,9215.59219,2595.792938,1641.690695,3222.438793,8710.395638,7382.570021,3965.365797,3323.560411,986.490047,2057.349406,1261.151298,1400.933801,3290.032019,3174.508978,2281.804254,1881.218844,9019.609979,923.674397,1114.324736,4215.424997,2566.370539,2987.873354,16000,3908.771602,6636.507856,2810.349583,Cancer
1486.816975,2382.597521,4246.166384,2294.831572,16000,2168.018227,3410.222974,2768.929826,4620.818235,7060.227057,3976.231862,3855.272787,1541.559925,2898.530183,1498.009727,1225.83575,6131.601662,10361.42113,2679.703045,2293.987314,16000,2180.186557,971.804638,2178.638892,3279.336335,3803.027139,9401.298808,5693.584494,11446.19072,1609.318237,Cancer
1146.545527,2050.084502,3293.858321,2853.092976,16000,2795.971366,2464.636471,5946.004846,8202.909228,10270.52365,2682.169708,3896.978214,1652.708566,2419.574972,1108.763164,787.194272,3404.53348,7447.025967,2096.313201,2384.707463,11804.28902,1149.740852,822.36428,2595.619894,2794.283643,3700.409829,11194.37811,4011.871924,10669.12984,3375.086046,Cancer
871.444398,1908.043715,2229.791171,1634.460039,8507.142733,1668.504911,1554.42257,4303.55378,3497.728105,5032.103849,3075.488097,3628.210069,1121.095159,1916.494507,767.498164,1124.476618,2465.115531,1675.712343,2194.419361,1634.787292,5478.605383,773.493095,755.464148,1616.459428,2236.673474,2339.351585,13427.32024,2548.391372,4003.17529,5275.286988,Cancer
708.802604,1677.57982,1692.938761,1603.259341,7311.04761,1547.294757,1370.581885,3222.771643,5184.837141,6340.874759,3078.398662,3112.76599,1125.155379,1707.215529,686.040386,714.416204,1838.688179,2192.029876,1798.740124,1473.551892,4805.028021,854.209292,582.063976,2161.641199,2026.500494,2244.91752,8482.152839,2470.421114,6263.021087,4529.596882,Cancer
486.219224,1456.509334,1401.279469,1215.284207,5001.817081,1268.279082,1050.519903,2411.907309,3378.334972,5772.233287,1904.50384,1828.933888,1034.373337,1354.594704,651.627147,823.933524,1739.247238,1571.162513,1426.57967,1082.679315,4057.966439,757.091674,472.862288,1863.708132,2013.119505,1689.20751,5182.00262,2220.54383,4551.872282,1547.439034,normal
510.622576,1281.76814,1073.328116,1249.123639,2885.176868,1174.629052,1171.415709,1529.18828,1774.35338,2914.54101,1551.591602,2277.73893,821.906436,1527.584887,566.272094,601.735191,2063.365973,1446.492083,1501.841166,668.31816,3850.930571,796.127554,460.879194,1370.91079,1522.965978,1223.948557,4089.60224,1859.526111,2259.996525,1174.689924,normal
611.615067,1419.619245,1244.227081,1202.400364,3050.125972,1189.628425,1205.272199,1880.932577,2237.440567,2873.881592,1675.894575,2280.867588,955.330896,1358.871052,555.443583,680.188635,1889.184016,1826.199625,1475.400378,794.476572,4013.08636,900.606684,394.303697,2256.000986,1854.266222,1393.655221,3647.278721,1175.917283,4569.538879,1029.452616,normal
510.752456,1264.161172,1059.267767,1194.735999,2887.197059,1150.55652,1112.302596,1504.468149,1618.439445,2929.607274,1533.729834,2123.209385,840.269766,1490.576254,538.952903,590.780875,1982.807938,1455.923573,1450.892779,647.71867,3620.828481,790.14649,452.579887,1440.147454,1545.557443,1218.859068,3626.531371,1755.590188,2234.368816,1025.473447,normal
499.887948,1207.741761,1036.040689,986.96936,3012.455126,984.107983,1336.601921,1310.984518,1106.688165,3164.279131,1295.76925,1338.052986,826.302706,1680.628338,489.778956,514.159868,1711.855351,1040.394456,1254.533582,742.416571,2943.234956,787.862055,411.809561,1150.676516,1635.955641,876.237017,1959.892602,1399.162427,1909.561763,497.363804,normal
438.705283,1251.406974,1100.495912,1015.0485,3682.836912,1112.503465,1134.352111,1344.570584,2219.810898,3076.819839,1279.257478,1580.513497,870.140803,1569.577699,468.531854,647.318463,1876.953421,1261.458602,1343.598841,689.830921,3010.803638,739.811882,392.164626,1437.603518,1626.652871,912.121741,2363.810454,1403.384773,2275.433715,712.007325,normal
467.962341,870.639733,983.139626,684.488268,2872.817629,872.258525,1114.371389,1058.168123,820.062803,3522.181855,1120.395481,917.046018,781.423203,1022.545489,502.38473,503.549729,1904.903927,1441.716655,891.875825,645.663861,1942.856151,612.082161,534.397843,959.42142,1256.772569,757.852252,1355.383231,1079.045585,1259.15216,524.265233,normal
504.732837,1068.981968,1110.043139,1138.362053,3586.724206,1127.651144,1149.991062,1824.080198,1868.403248,2421.605095,1762.1004,1960.155058,862.890617,1188.620369,503.070794,688.039599,2329.887903,1653.95314,1365.373767,662.140554,3600.004413,734.722756,449.109484,1476.070279,1606.803363,1144.427469,4619.025287,1536.548915,3172.74788,715.392947,normal
433.831682,1302.095983,1001.436465,1017.839884,3258.49646,1029.957647,1258.603265,1869.502869,2002.697278,2690.187488,1785.374938,1868.969603,914.353726,1152.142554,636.733906,643.149691,2071.519989,1543.860441,1360.105637,752.138913,3801.318406,776.895627,463.663244,1671.206197,1869.119331,1223.811189,3876.149002,1540.11937,3068.851241,773.524821,normal
1161.099387,3054.958702,5159.762106,3067.668679,16000,2365.645146,1923.128795,5843.042069,9408.470557,7964.638201,6473.750756,5796.345689,1495.16707,3264.351675,1273.963714,2500.06336,6019.839691,4464.003122,2609.521636,2343.620708,13844.11491,980.380527,1859.655452,3821.937795,2848.912719,3131.149028,16000,5283.802985,11390.40369,6933.966753,Cancer
710.878833,2013.503251,2387.277482,3073.538647,12417.17573,2076.63849,2648.38297,3923.691629,9802.51629,11350.50827,2591.103572,3017.634152,1620.130752,1945.775421,1041.412834,818.052379,2412.435966,4605.666603,1875.154323,1463.755719,7627.49031,831.643936,577.158339,1810.608265,2157.546716,2927.208139,10667.90974,2731.607549,8658.687778,3495.235907,Cancer
582.589946,1522.724207,1242.909921,1357.521044,3695.164649,1617.743732,1260.684367,2042.809408,2819.453415,4979.530238,1634.597972,1525.353836,1059.252669,2035.921552,644.196328,1045.667209,1693.525962,1779.06221,1685.691909,702.494835,3405.688357,879.437162,495.256773,1612.945061,1884.156633,1016.770645,3557.877766,1858.693917,4021.278102,1363.055398,Cancer
643.656275,1645.696151,1529.917212,1458.864775,4922.860605,1384.505202,1459.929529,2778.368945,4317.008189,11827.02069,1975.653424,2864.753169,1088.597879,1959.913255,650.030203,840.390743,2294.660979,1735.851517,1639.93646,878.471265,5005.606753,857.477911,576.044086,2332.733956,2302.184903,2106.633736,10691.13519,2517.35321,4636.058908,1658.132988,Cancer
602.720085,1220.653016,1270.058107,1477.037541,5385.35081,1530.270726,1262.96676,4512.160621,2700.536782,4555.116515,1761.613096,1704.748062,1017.475994,1626.136696,491.946568,550.861116,2239.437657,1718.65711,1567.091537,1226.249636,4312.150126,790.730067,600.585607,2333.483127,1914.626486,1180.105721,3066.491216,1416.335155,3870.045112,1455.046265,Cancer
503.418719,1413.110171,1520.195531,2348.005334,6294.406454,1875.7537,1431.593099,4592.86996,5299.107764,5760.642011,1709.638399,2304.927003,947.207335,2004.30474,642.792712,1315.085643,3375.911299,2008.226778,2380.52813,959.927625,7262.926469,864.691231,479.612391,2017.044211,2540.241412,1783.591731,16000,3436.082505,6419.174494,2340.476415,Cancer
752.976187,1978.359152,2241.20841,1072.967715,13838.97774,2285.894688,1782.016702,3925.419225,8808.973253,15400.94475,4779.965911,5613.672625,1150.300571,2279.119226,801.131246,1074.810577,4498.021092,4196.594936,1692.205555,1719.605578,8501.916412,1167.236527,1024.586302,2489.781927,2834.062971,2717.804162,15547.45624,2329.539206,8228.879939,2253.425326,Cancer
595.781774,1632.258819,1424.691978,1806.381669,5459.999028,1344.551177,1847.688126,5430.350045,8681.799281,16000,2620.144101,4540.529888,1686.224265,1728.383999,490.358858,778.341124,2196.174772,1672.046347,2493.363973,1539.356757,5613.001959,796.521197,557.368055,3134.644395,2219.19957,2569.166234,13140.08619,1450.90381,6669.978547,4934.381915,Cancer
501.139631,1220.958258,1038.11474,998.828501,3017.929785,988.493177,1345.314741,1320.896494,1117.925662,3150.247117,1302.644993,1354.559079,828.062261,1706.42928,489.284731,514.575851,1704.286646,1024.660129,1268.752022,746.209879,2982.456029,794.753721,407.003338,1158.174906,1650.821977,880.878437,1983.59313,1411.712999,1935.061866,496.309101,normal
579.915869,1423.445962,1303.839262,1400.220262,5000.507799,932.406975,1341.115084,2446.442392,2022.809099,2715.426215,2204.566612,2034.888591,916.773924,1112.030358,602.23218,637.388192,1797.43324,2082.102966,1461.93831,1039.23129,4536.759222,717.635399,499.195074,1907.009353,1443.544887,1614.119504,6692.753196,1592.231985,4999.001504,912.365897,normal
500.992202,1184.353209,1123.401775,1127.320397,3057.345886,1121.847981,1172.153378,1742.377257,2860.415447,3380.864971,1631.779272,2042.450489,946.108922,1189.518723,494.570681,602.474642,1622.819554,1777.840837,1457.498821,765.663011,3506.757675,876.716185,339.47665,1376.655853,1846.720214,1537.64337,3340.997248,1343.390029,3004.471702,863.167594,normal
511.093951,1217.866922,1022.298693,1051.733803,2892.508776,1087.26227,956.875647,1439.471157,1208.492716,2969.221216,1486.765635,1716.902653,888.552732,1393.268927,467.122167,561.978536,1770.995551,1480.721925,1316.93346,593.556135,3015.817781,774.420392,430.758403,1622.192401,1604.957503,1205.477204,2408.972546,1482.309987,2166.985515,633.136442,normal
510.379059,1192.693626,1003.406459,968.310555,2906.802404,1043.505329,906.641923,1392.98205,974.882222,3007.417206,1444.247679,1460.648926,909.614538,1368.164431,429.63771,541.843907,1648.487212,1453.001115,1238.910548,577.618939,2680.144094,767.617649,416.606362,1680.207878,1641.775961,1168.685069,1700.958151,1325.652695,2108.905921,405.013305,normal
440.544364,1095.522022,869.036142,900.726664,3349.799017,913.984246,1049.84402,1508.314228,1429.223217,3489.051772,1144.776173,1220.653107,876.728244,1409.150004,466.718707,511.67253,1797.775358,1212.070376,1115.167164,677.376858,3064.410604,734.621033,422.211357,1140.057777,1451.627534,818.626154,1560.351726,1334.782047,2161.138042,599.339913,normal
456.442451,916.569423,1003.055702,714.332742,3055.691696,907.508387,1098.613283,1085.58518,1090.937078,3471.142936,1125.20026,981.935875,797.313557,1078.238877,492.428728,532.891173,1906.800764,1430.7197,943.955074,647.427646,2033.668991,620.353321,513.412647,1040.586917,1303.112734,764.624558,1427.2805,1096.370773,1406.252573,542.678184,normal
506.39435,1053.916186,1112.415323,1130.91135,3506.079787,1120.217646,1136.903747,1774.574805,1842.218745,2428.487247,1751.107146,1904.440632,857.554565,1144.621642,498.266109,670.338821,2342.161542,1650.778025,1345.460992,663.486495,3530.892029,726.160156,448.009038,1396.08549,1558.80076,1105.03602,4531.490907,1528.761429,3083.506412,708.335024,normal
619.722002,1632.542845,1453.133808,1633.302754,6809.502859,1358.306097,1619.383711,2915.352774,3491.26477,7775.686606,2150.197967,3753.157701,1404.152413,1543.024172,572.190557,805.985548,2278.081703,1700.478634,2059.642302,1206.510886,3621.42508,999.484785,513.745445,2010.262407,1848.288939,1532.333415,6875.445708,1894.203067,5551.425485,1123.135285,Cancer
567.199664,1497.633323,2533.902512,1508.004162,5576.510122,1952.374453,1839.802582,2899.635464,6300.182604,7271.259023,2947.458647,2583.436464,930.326776,1520.389172,708.479402,1086.582152,2371.216964,2716.335881,2098.681238,1228.148471,5528.616383,969.608432,597.593192,2744.168994,2417.384016,2494.06249,12382.31163,2312.953876,4055.512312,2202.496044,Cancer
519.207836,1555.44981,1282.90218,2321.800903,7456.772774,1619.461723,1449.356792,2053.468209,1927.928463,4866.587726,1977.661339,1736.963735,887.234417,1508.291659,704.237969,988.729651,2030.204214,1736.582939,1670.769667,1642.803893,4446.163095,841.538425,478.433457,3433.46405,1904.034395,1820.292363,6895.99126,1969.285122,3241.82605,820.815404,Cancer
1125.085103,3384.070445,6479.577431,3285.728232,16000,4529.394382,2891.376875,4042.401454,2666.572504,5513.240176,4564.597825,6289.769129,917.62793,2796.776777,1739.745733,2694.621304,4721.334408,9355.546231,2776.651877,2159.011213,12155.98011,1905.545533,1699.567514,5080.6253,3103.215804,6026.93457,16000,4213.218858,7809.471798,1754.042067,Cancer
831.738185,2137.145903,2601.050164,3126.387831,16000,1915.035904,2289.451987,5370.16469,9797.601337,12802.76022,2894.82312,2628.547926,3094.637146,2372.312459,862.470311,956.595822,3240.932112,3349.430783,2364.710484,1859.899167,7945.153742,1098.139327,585.469746,3544.48096,2255.417075,2722.934257,11893.25142,4513.379593,9737.331889,4487.072331,Cancer
