@relation 'Leukemia_transformed_data_johnson_py(gene_index)-weka.filters.unsupervised.attribute.Remove-V-R1834,6855,3252,2354,4847,804,2121,1882,6041,4328,6281,1829,1725,760,4373,2363,2128,4377,4196,7119,1745,5501,6185,2288,6919,4366,4951,5772,6283,1909,6376,235,1779,461,1598,1704,1144,2642,4229,4211,4973,6967,2402,2020,6225,2141,6974,5552,1260,1685,3722,2111,3904,3507,1369,3320,4582,6806,2441,6347,5833,4116,1157,1962,5593,2497,5171,1630,3433,758,6005,4167,4535,6797,874,2348,2833,6702,3899,6803,1928,4894,1400,88,6573,6761,2439,4609,4291,5130,5377,1120,4472,5254,6201,6378,4438,5683,4082,4107,7130'

@attribute M23197_at numeric
@attribute M31523_at numeric
@attribute U46499_at numeric
@attribute M92287_at numeric
@attribute X95735_at numeric
@attribute HG1612-HT1612_at numeric
@attribute M63138_at numeric
@attribute M27891_at numeric
@attribute L09209_s_at numeric
@attribute X59417_at numeric
@attribute M31211_s_at numeric
@attribute M22960_at numeric
@attribute M14636_at numeric
@attribute D88422_at numeric
@attribute X62320_at numeric
@attribute M93056_at numeric
@attribute M63379_at numeric
@attribute X62654_rna1_at numeric
@attribute X17042_at numeric
@attribute U29175_at numeric
@attribute M16038_at numeric
@attribute Z15115_at numeric
@attribute X64072_s_at numeric
@attribute M84526_at numeric
@attribute X16546_at numeric
@attribute X61587_at numeric
@attribute Y07604_at numeric
@attribute U22376_cds2_s_at numeric
@attribute M65214_s_at numeric
@attribute M29696_at numeric
@attribute M83652_s_at numeric
@attribute D14664_at numeric
@attribute M19507_at numeric
@attribute D49950_at numeric
@attribute L41559_at numeric
@attribute M13792_at numeric
@attribute J05243_at numeric
@attribute U05259_rna1_at numeric
@attribute X52056_at numeric
@attribute X51521_at numeric
@attribute Y08612_at numeric
@attribute M15395_at numeric
@attribute M96326_rna1_at numeric
@attribute M55150_at numeric
@attribute M84371_rna1_s_at numeric
@attribute M63959_at numeric
@attribute M28170_at numeric
@attribute L06797_s_at numeric
@attribute L09717_at numeric
@attribute M11722_at numeric
@attribute U77948_at numeric
@attribute M62762_at numeric
@attribute U88964_at numeric
@attribute U62136_at numeric
@attribute L19437_at numeric
@attribute U50136_rna1_at numeric
@attribute X76648_at numeric
@attribute X14008_rna1_f_at numeric
@attribute S50223_at numeric
@attribute M63838_s_at numeric
@attribute U05572_s_at numeric
@attribute X12447_at numeric
@attribute K01396_at numeric
@attribute M33680_at numeric
@attribute D26156_s_at numeric
@attribute S76617_at numeric
@attribute Z49194_at numeric
@attribute L47738_at numeric
@attribute U57721_at numeric
@attribute D88270_at numeric
@attribute M32304_s_at numeric
@attribute X15414_at numeric
@attribute X74262_at numeric
@attribute J03801_f_at numeric
@attribute HG2788-HT2896_at numeric
@attribute M91432_at numeric
@attribute U16954_at numeric
@attribute X97267_rna1_s_at numeric
@attribute U88666_at numeric
@attribute M19045_f_at numeric
@attribute M31303_rna1_at numeric
@attribute X98411_at numeric
@attribute L21954_at numeric
@attribute AB002559_at numeric
@attribute U49020_cds2_s_at numeric
@attribute L11672_r_at numeric
@attribute S46622_at numeric
@attribute X78669_at numeric
@attribute X56468_at numeric
@attribute Z35227_at numeric
@attribute U07139_at numeric
@attribute J04615_at numeric
@attribute X68560_at numeric
@attribute D38073_at numeric
@attribute Y00787_s_at numeric
@attribute M83667_rna1_s_at numeric
@attribute X66401_cds1_at numeric
@attribute U19713_s_at numeric
@attribute X05908_at numeric
@attribute X07743_at numeric
@attribute CLASS {ALL,AML}

@data
0.739748,-0.665893,2.545589,-1.056403,1.075662,0.161219,0.386983,-0.253093,0.450713,-1.057805,-0.670036,0.929154,0.704777,-0.368098,0.28823,1.12655,0.089153,0.702818,-0.640413,-0.755483,-0.010471,-1.316073,-0.601696,0.627402,-0.751028,1.080841,1.833325,-0.886631,0.038204,-1.010223,0.357263,0.565027,2.669664,0.527379,-0.080122,-0.702943,-0.564764,-0.834841,0.461485,-0.356894,0.188647,-0.631967,-0.068281,0.588993,-1.048869,0.423113,-2.376323,-1.798488,0.613579,-0.714486,-0.585241,0.872304,0.590221,-1.13212,-0.114969,-0.131855,-2.408236,0.431218,-1.094296,-1.0744,-0.016034,0.88458,-0.075349,-0.180174,0.106115,-1.337733,-1.113692,-0.750855,0.416483,-0.689641,0.607757,-0.553647,-0.925031,0.583615,0.692042,-0.019795,-0.870371,-0.129483,-1.066293,0.37308,-0.61824,0.156295,-0.515755,0.682414,-0.346174,-0.61066,-0.22417,-1.172848,-0.429243,-0.113347,-0.039741,0.170165,-0.852397,-1.301006,1.899028,0.558275,-1.528781,-0.861867,0.850749,0.478575,AML
0.304627,-0.49011,-0.322741,-0.968274,-0.339554,-1.24487,-0.232367,0.188203,0.029546,-0.180362,-0.549033,-0.464492,-0.152638,-0.452817,-0.665704,0.204426,0.458029,0.548577,0.349385,-0.313579,-0.065847,-0.190277,0.052369,-0.64458,-1.23097,-0.136622,1.663094,-0.985836,-0.944539,-0.745709,0.37662,-0.43343,-0.296703,-0.55378,-0.580825,-1.228128,-0.689678,-0.680929,-0.458369,-1.050618,-1.393828,0.272148,-0.467413,-0.332318,-0.841285,0.21278,-1.734273,-0.661368,-0.441395,-0.699016,-0.113201,-0.826485,-1.35089,-0.331151,0.293272,-0.517289,-0.902811,-0.628421,-0.533882,-0.852169,0.123695,0.22015,-0.565518,-1.196024,-0.660637,0.068125,-0.26331,-0.417161,1.051054,-0.548138,-1.392673,0.411822,0.531164,-0.456696,0.850661,-0.216698,-0.386667,-0.480182,-0.607457,-0.419022,-1.197225,0.047523,-0.365489,-0.453362,-0.738118,-1.597719,-0.998759,-0.455302,-0.069537,0.400836,-0.650394,-0.213321,-0.975375,0.515355,-0.231794,0.263574,-0.935298,0.055272,-0.267059,-0.532896,AML
1.161607,-1.45619,1.011842,-0.952908,0.633341,-1.934938,1.268187,0.36267,0.926269,-1.749874,-2.100415,0.956351,2.256903,0.980296,1.09504,0.99782,1.07048,0.249801,1.408238,-1.017375,-0.097655,-0.732515,0.984524,1.759685,1.546388,0.359058,2.179142,0.040455,-1.544522,-2.045756,-0.092354,0.560277,1.12467,-0.195797,0.706,-1.289479,-1.235529,-0.928615,0.408376,-2.490221,-0.842777,0.175415,3.3038,0.405256,-0.959934,0.507147,-1.522419,-1.209617,0.677278,-0.825275,-1.279459,0.085475,-1.692412,-1.270625,1.000882,-0.613204,-0.926784,0.094604,-0.806753,-0.844236,1.075076,1.381806,0.731793,-1.297306,-0.831887,-0.479627,-0.834075,-1.21313,-0.399584,-0.705089,0.116024,-0.93846,-0.826491,0.395695,-0.322298,-1.023406,-1.053306,-1.018833,-1.609381,0.013084,-1.050349,0.405949,0.982056,-0.014129,-0.506389,-1.379169,-2.5459,-1.738155,-1.990982,-1.016301,-0.526755,-1.756926,-0.222222,0.13903,-0.476995,0.581105,-1.132981,0.276658,0.048327,0.156543,AML
1.101842,-0.232052,-0.315433,-0.789705,1.12868,0.234787,1.476473,1.499962,0.775048,-0.875496,-0.078605,0.672623,1.184321,-0.03164,1.111266,0.120794,0.394628,0.781177,0.326377,-0.274152,1.780688,-0.466985,1.153519,0.177839,0.327037,-0.136622,-0.129919,-0.782921,0.335373,-0.673405,0.448877,0.234207,-0.303785,1.143589,1.401788,0.374156,0.087857,-0.845806,0.410017,-0.195774,-0.660858,0.831344,-0.327218,0.953236,-0.20024,-0.018274,-0.975215,-0.393401,0.450661,-0.265059,0.743054,1.783194,-0.389477,-0.462217,0.756804,1.334055,-1.181371,1.074871,0.205441,-0.90571,-0.931924,0.322135,0.962234,0.532257,-0.515675,-1.522985,-0.756366,0.001158,0.426845,-0.606641,0.799201,-0.396449,-0.890124,1.308188,0.239471,-0.195502,-0.703072,0.116491,0.281708,1.362135,-0.487462,1.272803,0.473674,0.667056,-0.053654,0.636937,0.207379,0.716381,0.182224,0.318108,-1.454026,1.415414,-0.538736,-1.135409,1.762286,0.525606,-0.363986,1.859732,0.401156,0.202925,AML
0.488535,-1.484029,0.48287,-0.951891,0.79616,-0.438286,1.443598,1.600757,1.207367,-1.651004,-1.012182,0.988895,-0.108384,1.524482,1.657943,0.359761,1.53939,1.60524,1.341047,-1.033877,1.647997,-2.045468,1.369568,1.331921,1.730281,0.114699,1.384167,-2.013596,-0.619022,-0.413804,0.034969,0.20916,-0.085635,1.479043,1.035105,-1.642068,-1.034356,-0.899474,1.120717,-1.022459,-0.144512,0.340107,1.086691,1.645352,-0.952363,0.735545,-0.69573,-0.753114,1.074564,-0.673496,-1.138718,1.575558,0.910581,-0.727659,0.933915,1.336905,-0.803821,1.940301,-1.13737,-0.062868,1.005092,0.860554,1.286863,-0.547977,-0.531474,-0.495614,-1.732822,-2.818245,1.612091,-0.621653,0.881055,-1.572712,-1.782691,2.019262,1.30668,-1.115531,-0.185015,-0.995479,-0.664369,1.922722,-1.132097,0.786177,0.418752,1.116295,-2.439802,-1.13452,-0.780972,-0.272788,-0.019257,-0.213619,0.280231,-1.964571,-0.775467,-1.09872,2.437541,1.317224,-1.370465,0.386407,1.342242,0.521104,AML
-1.519221,0.693593,-0.578734,1.199257,-0.538919,0.461567,-0.83804,-0.866515,-0.382698,0.416726,0.787593,-0.297478,-0.230332,-0.202966,-0.79093,-0.212412,-0.854665,-1.002812,-0.505267,0.315752,-0.006753,0.836297,-0.727849,-0.277692,-0.949249,-0.480938,-0.242622,0.842628,-0.049268,1.912024,-1.376348,-0.156427,-0.399292,-2.513609,-0.139648,0.518174,0.064612,0.358199,0.119872,1.07884,0.787007,-0.613673,-0.389151,-2.088156,0.683275,-1.265955,-0.085616,0.593723,-0.594932,-0.194162,1.164109,-0.479159,0.290973,0.260959,-0.254141,-1.256137,0.234788,-0.444025,0.053859,0.07787,0.874884,0.231226,-1.819615,1.853793,0.187641,1.508872,0.336829,0.123733,-1.114104,0.798403,-0.8103,0.261084,0.7153,-0.404595,-1.595506,0.628907,0.161985,1.0771,-0.090691,-0.504257,0.05462,-1.502186,-0.391669,-0.14902,0.758909,-0.438276,-0.066495,0.667661,0.255272,-0.204487,1.321761,-0.122334,1.143478,0.717597,-0.615478,0.017332,0.312422,-0.806431,-0.147208,-0.497085,ALL
-2.473623,0.196811,-1.020724,1.28622,-0.726249,-0.00273,-0.253441,-0.284649,-0.62971,0.515958,0.382407,-0.106785,-0.502913,-0.969031,0.54962,-0.606868,-0.658718,-0.763215,-1.360191,-0.89142,-0.878351,0.292263,-0.134059,-0.159664,-0.581442,-0.765001,-1.319869,0.287613,-0.537962,0.417709,-0.015691,-0.366818,-0.588482,-0.372642,-0.021382,-0.021771,-0.253989,0.293714,-0.359561,0.553521,0.047128,-0.248701,-0.525791,-1.27195,0.768138,-0.546771,0.891061,0.511116,-0.582511,0.91483,0.120701,-1.599319,0.441311,0.212096,-0.892101,-0.868373,-0.207779,-0.883437,0.089493,-0.035257,0.308744,-0.7747,-1.726371,0.305809,-0.857185,0.727748,0.090746,-0.164243,-1.796479,0.698234,-0.608923,0.753079,-0.662118,-0.490152,-1.829644,-0.114239,-0.004382,0.864669,-1.203777,-0.8582,-0.94623,-0.711843,-0.308908,-0.598128,0.288218,-0.170382,0.287941,-0.877192,-0.700281,-1.038027,1.607488,0.126409,-0.298579,0.186432,-0.596704,-0.334375,0.978395,0.203638,-0.863183,-0.189766,ALL
-0.018117,0.531487,-0.315433,0.052176,-0.607569,0.403135,-0.199443,-0.125324,-0.511615,-1.473684,-0.725932,-0.712822,-0.191171,-0.306239,-0.677039,-0.901793,-0.185933,-0.781936,-0.555633,0.44657,-0.826826,0.097067,-0.904581,0.107131,0.329152,-0.627562,-1.706738,-0.077023,0.496042,0.054386,-1.298372,-1.245863,-0.272833,-1.812942,-0.593526,0.268045,1.278272,0.715968,-0.178656,-0.56918,0.35316,-0.750137,-0.357322,-0.508811,1.369927,-0.669589,2.09133,-0.237198,0.341588,0.690191,0.197118,-0.400304,0.716384,-0.210426,-0.9744,-0.203437,-0.102749,0.0324,-0.365414,0.447135,-1.091955,-0.335424,-0.075349,0.845544,0.70876,0.651059,0.365869,0.443696,-0.652955,0.73435,-1.064867,-0.139072,0.219542,-0.142047,-0.149363,0.185605,0.108777,0.67353,-0.199776,-0.05051,0.29198,-0.076776,-0.652315,0.375794,0.387984,-0.464383,0.476965,0.679914,-0.77827,-0.1105,1.228735,-0.377578,0.409799,0.349194,-0.573953,0.158326,-0.129633,-1.09078,-1.312967,-2.331726,ALL
-0.97786,0.512529,-0.584283,-0.245412,-0.710875,-0.381414,-0.790583,-0.213006,-0.711677,0.135845,-0.045204,-0.260619,-0.41757,-0.42363,-1.364007,-0.787813,-0.835608,-0.684711,-1.25556,0.27036,-0.1346,0.027278,-0.254392,-1.355721,-0.648033,-0.567384,-0.18104,-0.021012,1.602578,0.139917,0.020413,-0.285139,-0.105105,-1.459507,-0.21538,0.264432,-0.449154,0.704212,-0.314301,-0.311219,0.415572,-0.237724,-0.388225,-1.354329,0.894042,-1.63222,0.699006,-0.706473,-0.983361,-0.141046,-0.799167,-0.720597,0.07543,-0.349206,-2.081972,-0.68587,-0.034236,0.066922,-0.169909,0.45103,-0.097335,-0.860958,-1.012979,0.476086,-0.538519,0.674443,0.835242,0.237398,-0.738514,0.645587,-1.304402,0.074606,-0.392389,0.025132,-0.907137,-0.320817,-0.206796,2.10232,0.303064,0.176982,-1.295801,-1.005063,-0.425562,-0.111448,-0.477665,-0.328956,-0.269554,-0.740735,-0.300515,0.318108,0.06614,0.139567,-0.798154,-0.211487,-0.407275,-0.517861,-0.277481,-1.482621,-1.241061,-0.467665,ALL
0.201245,-0.359123,-0.425855,0.86863,-0.49767,1.324042,0.393014,-0.208276,-0.684706,1.477461,0.596632,-0.747205,-2.997197,-0.235206,-0.855841,-0.898211,0.735984,-1.845955,-1.160543,-0.146,-1.22411,0.373036,-0.084728,-1.791389,-0.336444,-0.26641,-0.012565,0.942931,0.917461,0.604939,-1.191691,-0.943503,-1.343397,-0.843293,-0.065368,1.880551,1.777833,-0.67856,-2.510143,0.7751,-0.424092,-0.713934,-0.265763,0.624156,-0.139733,-0.605297,0.351261,0.116674,-1.131582,0.21249,0.660383,-1.5406,0.447338,0.518034,-0.081644,0.335261,1.068035,-0.09781,2.078869,0.4821,-1.227071,-1.184327,-0.048722,-0.639679,0.616458,-0.170063,-1.247643,2.362992,0.497819,-0.317173,0.369933,1.379028,1.435173,0.293277,-0.051497,1.573252,2.019949,0.100908,2.243989,0.369571,2.085701,0.134595,-0.231233,-0.010727,-0.436205,1.114295,0.397224,0.471024,1.513965,1.413764,0.566023,1.71293,0.438896,1.528001,-0.372104,-2.755826,0.390757,-1.061332,1.486971,-0.50877,ALL
-0.022468,1.024106,-0.438434,0.392587,-1.627152,0.73382,-0.086142,-1.62447,-2.807138,-0.293572,-0.382921,-2.215352,-1.268502,-0.413475,-1.314376,-2.563589,-0.197045,-1.077198,-1.676414,-0.531286,-0.607824,1.306501,-0.750426,-3.484175,-0.910705,-1.611528,0.10611,1.007279,1.443628,0.307853,-0.590277,-0.032714,-3.311235,-1.037697,-0.080122,0.043738,0.089641,0.476377,-0.622768,1.012646,0.821355,-1.057252,-0.258809,0.550315,0.441999,-0.562805,0.570559,1.528988,0.324559,0.567541,1.15006,-0.300498,1.215061,0.102365,-1.091784,0.616131,0.777839,-0.115538,0.5447,0.551484,-0.127253,-2.205367,0.242814,0.062865,0.003233,-0.551893,0.696856,1.294541,0.160269,-0.012971,1.121825,0.422487,-0.062491,-0.139014,-1.093687,0.705061,0.197097,0.234918,0.418357,-0.033071,0.933404,0.191871,-0.86885,0.485996,0.653015,1.755005,0.104296,0.799836,0.131498,1.123718,-0.027633,0.216526,-0.281916,-0.83022,-0.299457,-1.716291,0.274289,-1.966398,-1.486174,-0.485616,ALL
-0.594738,1.059003,-0.53679,1.896781,-0.225421,1.565992,-1.60479,-0.715174,-0.172973,1.481289,0.923728,-0.767908,-0.649651,-0.674735,0.125715,-0.421546,-0.692232,-0.195931,0.054567,0.690436,-0.492104,1.31931,-0.281802,-0.247384,-0.997654,-0.498754,-0.900484,1.007593,0.407129,0.371453,-0.138454,-0.464624,-0.395997,-0.122702,-0.381433,0.530246,0.247849,0.750794,0.32737,1.273775,0.630149,-0.389871,-0.529834,-0.802814,0.502208,0.331599,-0.071834,1.580973,0.220861,1.902233,0.467032,-0.109726,-0.676086,1.563074,-0.286762,-0.640796,0.505814,-2.434317,1.296043,2.090581,-0.08743,-0.194103,-0.916776,0.87696,0.803473,1.238242,0.706115,-0.185295,-0.612242,1.601982,0.319559,1.131218,1.033677,-2.012315,-0.576599,0.951822,0.387247,0.825106,0.418357,-1.813322,1.178959,-0.898332,-0.460971,-0.82258,1.065454,1.230436,2.653027,0.309038,0.988949,0.337125,0.071578,0.275479,1.191425,2.193383,-0.485208,-0.749937,1.474581,-0.331609,-0.883884,-0.056454,ALL
-0.684541,0.422994,-0.479895,-0.558559,-0.44119,-0.103278,-1.798748,-0.299262,-0.75139,-0.826702,0.506454,-0.604701,-0.502913,-2.39645,0.179133,-0.64867,-1.467175,-0.896021,-0.476023,-0.846728,0.080606,-0.694926,-0.361408,-0.131596,-0.895713,-0.221964,-0.886557,-0.671872,0.715716,-2.503348,-0.932213,-0.483675,-0.313443,-0.164183,0.101286,-0.413746,-0.64159,0.275067,-1.068937,0.650761,-0.551174,-0.681794,-0.88958,-0.355864,0.046921,-0.936302,0.402348,-0.967814,0.068896,-1.755469,-0.477345,-1.717577,-0.018157,-0.090981,-0.68061,-0.339533,-0.017018,-0.144125,-1.268837,-0.214315,-0.02242,0.675516,-0.894267,-0.166328,-0.415557,0.503318,1.532345,-0.018931,0.909708,-0.762428,-2.58115,0.133953,0.285844,-0.421004,-0.782566,0.995895,0.10528,-0.089659,-0.429809,-0.416967,-0.351632,-1.270598,-0.609824,-0.406442,0.028228,-1.295243,-0.678183,-0.634077,-0.269996,-1.140279,1.007498,-0.183832,-0.384536,0.383827,-0.470488,-0.263887,0.741955,-1.096738,-1.460981,-0.639963,ALL
-1.012174,-0.371815,-0.557263,0.556254,-1.149345,0.599083,-0.720691,-0.158742,-0.610303,-0.10028,0.055733,-0.855155,-0.395549,-0.541061,-0.778381,-1.946483,0.076417,-2.000546,-1.575074,0.753598,-2.626263,-0.711386,-0.549613,-1.0973,-2.433469,-0.773535,-0.370543,0.407692,0.33137,0.67496,-0.000425,-0.366818,-0.633865,-0.858496,0.625736,1.61058,-0.343378,-0.569534,-2.141745,-0.699137,-0.542987,-0.750137,-0.284569,-0.219753,-0.489175,-1.090644,-0.231205,-0.09613,-0.109642,-0.444708,-0.256741,-1.389272,-0.755209,0.353893,-1.661874,-0.595046,-0.635315,-0.205061,1.133926,-0.159665,-1.526755,-1.775201,-1.593,-0.065311,1.302739,-0.515656,-1.654144,0.182991,-0.917232,-0.960273,-0.869183,0.496382,0.258623,-0.123475,-1.518819,-0.372355,0.456573,-0.579545,1.028733,-0.094204,1.146577,-0.595858,-2.872143,-0.769614,-0.806922,0.683705,-0.422019,-0.35306,0.328072,0.255127,-0.774889,0.029076,-0.598064,0.394544,-0.463461,-1.034621,-1.200333,-0.34274,-0.597579,-0.560913,ALL
0.9353,-1.167947,1.209674,-1.059769,0.923447,-0.431863,0.807762,1.693417,0.463224,-1.839568,-0.815983,-0.734393,0.651533,0.761713,1.283127,0.412868,0.760334,0.495366,0.434597,-2.200446,0.701773,-1.45715,1.106188,1.214845,1.039278,-0.072312,0.768984,-1.30515,-1.043385,-1.479031,1.341275,0.498242,1.53402,0.327345,1.254777,-0.560792,-0.871483,-0.645942,0.973197,-1.299491,-0.767927,1.212374,-0.019123,1.14275,-2.362816,0.233325,-1.467279,-1.176363,0.409029,-0.802974,-1.911478,-0.101752,-0.600209,-0.48188,0.263175,1.229882,-0.688057,1.751708,-1.975672,-0.524664,1.023794,0.539003,1.743466,-2.624632,-0.831887,-0.649481,-0.41496,-1.16187,1.092487,-0.667213,0.602085,-1.032549,-1.989118,1.853937,0.903786,-1.590762,-0.440019,-0.242595,-0.781763,1.879737,-0.935225,0.325166,0.60551,2.464245,0.569569,-2.106222,-0.957929,-0.542753,-2.108244,-1.088202,-0.365658,-0.475332,-0.638873,-0.84586,0.200393,0.908032,0.260982,0.292201,0.175842,0.299539,AML
1.851093,-1.222131,2.255978,-0.682634,2.324607,-0.636586,1.308789,2.229076,2.853376,-0.687903,-1.481443,1.455898,1.422942,2.264668,1.954292,0.186302,0.708758,0.823789,0.786137,-0.161247,1.783392,-0.714701,3.014857,1.485322,1.173372,2.284655,0.100103,-1.339463,-0.598664,-0.481763,3.641816,3.082658,0.668415,1.082484,0.429278,-0.75791,-1.300632,-0.82013,2.690754,-0.132121,-0.283036,1.885404,-0.073188,0.900651,-0.016609,1.177349,-0.873003,-0.378787,1.399591,-0.784724,-0.106419,1.898941,-0.382107,0.759659,1.497173,1.310413,0.786045,1.328941,-2.023773,0.981447,1.612654,1.205976,1.864718,-0.602787,-0.301614,-1.342115,-1.006657,-0.722352,3.457876,-0.566694,1.564718,-0.074522,0.185093,1.330834,1.567804,0.095589,-1.786454,-1.790127,-0.224522,1.25403,-0.740537,2.958801,2.551817,1.640191,0.719909,-0.844423,0.052513,-0.49372,-1.160134,-0.423626,-1.199206,-2.256494,-0.059892,0.119779,1.397377,3.135663,0.24144,2.20053,0.878001,1.324138,AML
0.910301,-1.119616,0.356002,-1.210677,1.642089,-1.418211,1.302931,1.326195,2.701176,-0.564493,0.675659,0.497548,2.252268,1.06385,0.825355,1.159807,1.324438,1.081754,1.156733,-0.516931,0.522765,-0.872493,0.679368,0.992784,0.838785,1.372935,1.767737,0.231024,-0.768003,-0.789277,0.961902,2.42109,2.206371,0.752962,1.755119,-1.828208,-0.432978,-0.941841,0.32737,-0.451136,-0.920694,1.656764,1.761721,1.338357,-0.829742,1.61046,-0.504019,-1.12919,1.546492,-2.476814,-1.166793,1.045115,0.205919,0.242832,0.502661,-0.049329,-0.612862,-0.02045,-0.492757,0.489845,0.576257,2.742059,1.562775,-0.001914,-0.633302,-0.471649,-0.372415,-0.655777,0.148241,-0.61126,0.471377,0.15516,0.14672,0.260224,0.765097,-0.047359,-0.206796,-0.468677,0.530207,-0.182751,0.321246,1.344827,1.577238,1.773629,-0.639802,-0.911195,-1.969702,-0.900961,-0.414779,-0.973849,-1.112481,0.037246,0.224096,0.33607,-0.581307,1.071876,-0.48794,0.116128,0.363494,0.390788,AML
0.791468,-1.129801,0.79796,-0.417236,1.152938,-1.803307,0.279998,0.884331,0.779402,-0.610893,-0.49816,0.213707,0.151024,0.799747,0.662898,1.408443,-0.761975,0.823089,1.393923,-1.321952,0.960711,-1.66126,0.430351,1.306281,1.535599,1.257359,0.526179,-0.566709,-1.395793,-1.310911,0.603306,0.479046,0.145581,0.646037,1.080579,-2.186201,-0.674276,-0.786789,1.01311,-1.642371,-0.981318,0.482664,2.291158,1.131047,-1.767219,0.697215,-0.319357,-0.388994,0.53281,-0.673496,-0.856,0.160326,-1.163955,-0.304462,0.327762,1.341174,-0.07588,0.721372,-0.007323,-1.243859,0.787683,-0.05017,0.553164,-1.330219,-0.662468,0.024088,-0.63854,-1.083964,-0.016453,-0.699808,0.03894,-2.463169,-0.897024,0.504988,0.430566,-1.634046,-0.394171,-0.741035,-1.932345,0.548373,-0.984093,-0.395614,0.882837,-0.422651,-0.817209,-1.170556,-1.156463,-0.35306,-0.768738,-0.902554,-0.206937,-0.968926,-0.113924,-0.980397,0.407831,0.648145,-1.166249,1.622109,0.701085,0.161062,AML
1.642402,-1.063555,1.771148,-1.392626,0.96042,-1.516913,1.199684,0.085545,0.099462,-1.303475,-0.92848,1.505279,1.194369,0.326718,0.649513,1.363574,1.63949,0.926038,1.346553,-0.843794,1.233417,-0.119997,0.666487,1.061676,0.765161,0.388672,0.768984,-0.714888,-0.229311,-0.542778,0.926208,1.263089,0.795391,1.743168,0.415584,-1.40803,-0.743265,-0.639991,0.697648,-1.313056,-0.534833,1.0416,1.545863,1.338357,-0.944834,0.894648,-0.602809,-1.569769,2.024854,-0.596471,-0.656826,1.271864,-2.201695,-2.366382,1.59705,1.237316,-1.495517,0.752296,-0.365414,-1.109919,0.757366,0.596897,0.48711,-1.084097,-1.326151,-1.034732,-1.149896,-1.246228,0.023025,-0.637403,0.682763,-0.967954,-1.005647,0.721478,0.449285,-0.632992,-1.377484,-0.936982,-1.882648,0.713136,-0.810651,1.011753,0.581638,0.923138,-1.448574,0.530277,-1.258604,-0.532853,-0.867983,-0.825317,-1.032652,-0.906782,-1.265526,-1.235714,1.195924,0.158326,-1.203474,0.756413,0.765633,0.60898,AML
-0.579222,0.907123,-0.642001,0.972926,-0.665609,0.556106,-0.985727,-0.20953,-0.107054,0.189102,0.00581,-0.753647,-0.133585,-0.267647,-0.797257,-0.732278,-0.974912,-0.393783,-0.59274,-0.012962,-0.54049,-0.326464,-0.555119,-0.335265,0.110102,-0.185015,-0.136273,-0.060516,-0.987719,-0.480324,-0.13505,-0.678486,-0.088765,-0.986395,-0.756955,-0.350082,-0.683065,0.665854,-0.616189,1.225312,0.965738,-0.737927,-0.476964,1.02253,-0.425844,0.025524,-0.705289,1.382291,-0.929513,0.643727,0.652828,0.632534,0.377541,-0.349206,0.100903,-2.99243,-0.021305,0.301816,-0.091464,-0.426198,-0.184493,-0.973106,-0.035756,0.267836,0.177345,0.497546,0.317871,-0.648525,0.048828,0.592815,-0.232696,0.481408,-0.02262,0.661552,-0.069899,0.322718,0.033348,-0.527575,-0.150844,0.713136,-0.339166,-0.819447,-0.499555,-0.145415,0.019927,0.564675,0.324441,0.202757,0.745565,0.298845,0.28479,-0.044227,-0.426254,-0.144768,-0.096993,-0.246551,0.364656,-0.740949,-0.331315,-0.112752,ALL
0.122642,0.280044,-0.531807,-0.542871,-0.435045,0.017314,-0.59169,-0.259322,-0.349222,0.232727,0.437575,-0.557169,0.450913,-0.45557,-0.305891,-0.058072,0.426944,-0.538092,0.069526,-0.435663,-0.401831,0.260061,-0.339332,0.199267,-0.997654,-0.646386,0.312918,0.285815,-0.740232,-0.556738,0.122445,0.91363,-0.155718,0.653792,-1.58837,0.238796,-0.127219,0.0386,0.192932,-1.387361,-0.920694,-0.374977,-0.354646,-0.294249,-0.329386,-0.628673,-0.497541,-0.159124,-0.248855,1.370139,0.140592,0.249537,0.131205,1.089415,1.093877,0.027257,-0.006348,-0.594238,0.305514,0.354937,-0.374637,-0.195455,-0.51655,-0.406759,-0.966849,0.59727,-0.027438,-0.156757,-0.673806,0.232683,-0.241701,-1.284351,1.235438,-0.671761,-0.01233,0.501501,0.198752,0.016379,0.599721,-0.582987,0.294485,-1.07367,-0.472964,-0.958378,0.476196,0.409128,-0.85287,-0.371297,-0.285802,-0.492394,-0.282771,-0.225794,0.567485,0.571517,-0.430302,0.298972,0.878176,-1.154535,-0.47056,0.371015,ALL
